archetype,market_id,day_ordinal,day_utc,day_start_utc,day_end_exclusive_utc,day_start_block,day_end_block_exclusive,status,opening_event_sequence,closing_event_sequence,opening_total_supply_assets,opening_total_supply_shares,opening_total_borrow_assets,opening_total_borrow_shares,opening_total_collateral_assets,closing_total_supply_assets,closing_total_supply_shares,closing_total_borrow_assets,closing_total_borrow_shares,closing_total_collateral_assets,total_event_count,supply_event_count,withdraw_event_count,borrow_event_count,repay_event_count,supply_collateral_event_count,withdraw_collateral_event_count,liquidate_event_count,accrue_interest_event_count,supply_assets_in,supply_shares_minted,withdraw_assets_out,withdraw_shares_burned,borrow_assets_out,borrow_shares_minted,repay_assets_in,repay_shares_burned,collateral_assets_in,collateral_assets_withdrawn,accrued_interest_assets,accrued_fee_shares,liquidation_repaid_assets,liquidation_repaid_shares,liquidation_seized_collateral_assets,liquidation_bad_debt_assets,liquidation_bad_debt_shares,first_event_block,last_event_block
accepted_drip_market,0x551dbcdcceaf9322986e0cddde993d49840522a9532dc441359acd98af8badff,50,2025-08-28,2025-08-28T00:00:00Z,2025-08-29T00:00:00Z,372999830,373346016,active,0,5,0,0,0,0,0,1995133,1995133000000,25000,25000000000,500000,5,1,0,1,0,1,0,0,2,1995133,1995133000000,0,0,25000,25000000000,0,0,500000,0,0,0,0,0,0,0,0,373117138,373117221
accepted_drip_market,0x551dbcdcceaf9322986e0cddde993d49840522a9532dc441359acd98af8badff,202,2026-01-27,2026-01-27T00:00:00Z,2026-01-28T00:00:00Z,425581371,425927717,active,122722,123992,29456452798098,28557820881399659782,26678612595208,25758935833564735218,31000867384199,29448870708921,28544839434923192917,26654686203992,25730237040865230458,30161211286708,1270,284,384,4,4,0,4,0,590,34429021881264,33374830307699860961,34442402302036,33387811754176327826,300860000000,290442721436314513,330584722811,319141514135819273,0,839656097491,5798331595,0,0,0,0,0,0,425585310,425925373
accepted_drip_market,0x551dbcdcceaf9322986e0cddde993d49840522a9532dc441359acd98af8badff,404,2026-08-17,2026-08-17T00:00:00Z,2026-08-18T00:00:00Z,495303648,495647034,active,184326,184328,17850676541,16314811170939941,15412862606,13909045736871870,24018179694,17356994643,15855683172463388,15421781707,13909045736871870,24018179694,2,0,1,0,0,0,0,0,1,0,0,502600999,459127998476553,0,0,0,0,0,0,8919101,0,0,0,0,0,0,495501561,495501561
late_usdt0,0x571cb3ac535d61d92026c071ef1df4794d0bbbe1755f916ff640746f81b52af4,0,2025-07-09,2025-07-09T13:00:00Z,2025-07-10T00:00:00Z,355887376,356045737,inactive_pre_first_scoped_event,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
late_usdt0,0x571cb3ac535d61d92026c071ef1df4794d0bbbe1755f916ff640746f81b52af4,166,2025-12-22,2025-12-22T00:00:00Z,2025-12-23T00:00:00Z,413134558,413480920,inactive_pre_first_scoped_event,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
late_usdt0,0x571cb3ac535d61d92026c071ef1df4794d0bbbe1755f916ff640746f81b52af4,167,2025-12-23,2025-12-23T00:00:00Z,2025-12-24T00:00:00Z,413480920,413827466,active,0,7,0,0,0,0,0,1001000,1001000000000,1000000,1000000000000,3499228,7,2,0,1,0,1,0,0,3,1001000,1001000000000,0,0,1000000,1000000000000,0,0,3499228,0,0,0,0,0,0,0,0,413594451,413594527
late_usdt0,0x571cb3ac535d61d92026c071ef1df4794d0bbbe1755f916ff640746f81b52af4,202,2026-01-27,2026-01-27T00:00:00Z,2026-01-28T00:00:00Z,425581371,425927717,active,1209,1273,17050126470907,16978320668619926670,15345113892002,15271405274938972161,16247153402556,20704320921490,20615536934018857074,17866475034823,17779092587465289611,18711578204771,64,5,0,16,5,10,5,0,23,3652734766544,3637216265398930404,0,0,3278690099810,3262802833199347887,758788641028,755115520673030437,3210147100476,745722298261,1459684039,0,0,0,0,0,0,425648364,425924104
late_usdt0,0x571cb3ac535d61d92026c071ef1df4794d0bbbe1755f916ff640746f81b52af4,404,2026-08-17,2026-08-17T00:00:00Z,2026-08-18T00:00:00Z,495303648,495647034,active,30495,30495,52611953301,51290956641446949,42740965473,41519360320658443,42506854113,52611953301,51290956641446949,42740965473,41519360320658443,42506854113,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
accepted_drip_market,0x582c92d5ea0ab48eba3a1ee88c8884e34f7fc61c57fb821f3f6d9e474574c6e3,0,2025-07-09,2025-07-09T13:00:00Z,2025-07-10T00:00:00Z,355887376,356045737,inactive_pre_first_scoped_event,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
accepted_drip_market,0x582c92d5ea0ab48eba3a1ee88c8884e34f7fc61c57fb821f3f6d9e474574c6e3,176,2026-01-01,2026-01-01T00:00:00Z,2026-01-02T00:00:00Z,416593974,416939526,inactive_pre_first_scoped_event,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
accepted_drip_market,0x582c92d5ea0ab48eba3a1ee88c8884e34f7fc61c57fb821f3f6d9e474574c6e3,177,2026-01-02,2026-01-02T00:00:00Z,2026-01-03T00:00:00Z,416939526,417285393,active,0,7,0,0,0,0,0,1001000,1001000000000,1000000,1000000000000,3550717778175115264,7,2,0,1,0,1,0,0,3,1001000,1001000000000,0,0,1000000,1000000000000,0,0,3550717778175115264,0,0,0,0,0,0,0,0,417161519,417161538
accepted_drip_market,0x582c92d5ea0ab48eba3a1ee88c8884e34f7fc61c57fb821f3f6d9e474574c6e3,202,2026-01-27,2026-01-27T00:00:00Z,2026-01-28T00:00:00Z,425581371,425927717,active,722,747,1735438379465,1728784544164998562,1571162864528,1564270557052825067,1599877890138778175115264,1735714293156,1728894995059102106,1571340309429,1564270557052825067,1599877890138778175115264,25,7,7,0,0,0,0,0,11,212420652095,211603406150551055,212322183305,211492955256447511,0,0,0,0,0,0,177444901,0,0,0,0,0,0,425582329,425914401
accepted_drip_market,0x582c92d5ea0ab48eba3a1ee88c8884e34f7fc61c57fb821f3f6d9e474574c6e3,404,2026-08-17,2026-08-17T00:00:00Z,2026-08-18T00:00:00Z,495303648,495647034,active,2108,2108,8010079,7938185976904,7043778,6971170254647,13550717778175115264,8010079,7938185976904,7043778,6971170254647,13550717778175115264,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
accepted_drip_market,0x58df3ad9cf719b1ca97365db634a11b770785517f409ecbe85eefdb34803de1f,0,2025-07-09,2025-07-09T13:00:00Z,2025-07-10T00:00:00Z,355887376,356045737,inactive_pre_first_scoped_event,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
accepted_drip_market,0x58df3ad9cf719b1ca97365db634a11b770785517f409ecbe85eefdb34803de1f,55,2025-09-02,2025-09-02T00:00:00Z,2025-09-03T00:00:00Z,374730012,375075967,inactive_pre_first_scoped_event,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
accepted_drip_market,0x58df3ad9cf719b1ca97365db634a11b770785517f409ecbe85eefdb34803de1f,56,2025-09-03,2025-09-03T00:00:00Z,2025-09-04T00:00:00Z,375075967,375421942,active,0,2,0,0,0,0,0,1000000,1000000000000,0,0,0,2,1,0,0,0,0,0,0,1,1000000,1000000000000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,375309286,375309286
accepted_drip_market,0x58df3ad9cf719b1ca97365db634a11b770785517f409ecbe85eefdb34803de1f,202,2026-01-27,2026-01-27T00:00:00Z,2026-01-28T00:00:00Z,425581371,425927717,active,21814,21814,676911027,662383246209265,676911027,660388385410200,848478152939328537170,676911027,662383246209265,676911027,660388385410200,848478152939328537170,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
accepted_drip_market,0x58df3ad9cf719b1ca97365db634a11b770785517f409ecbe85eefdb34803de1f,404,2026-08-17,2026-08-17T00:00:00Z,2026-08-18T00:00:00Z,495303648,495647034,active,21926,21926,2141836,1970646736405,51495,47126178965,11193930956397405476,2141836,1970646736405,51495,47126178965,11193930956397405476,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
accepted_drip_market,0x678b525f162b499b17d8fd71f3129bd3a5a10d4c728e6af02ee7c644ae262d01,0,2025-07-09,2025-07-09T13:00:00Z,2025-07-10T00:00:00Z,355887376,356045737,inactive_pre_first_scoped_event,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
accepted_drip_market,0x678b525f162b499b17d8fd71f3129bd3a5a10d4c728e6af02ee7c644ae262d01,95,2025-10-12,2025-10-12T00:00:00Z,2025-10-13T00:00:00Z,388569087,388915310,inactive_pre_first_scoped_event,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
accepted_drip_market,0x678b525f162b499b17d8fd71f3129bd3a5a10d4c728e6af02ee7c644ae262d01,96,2025-10-13,2025-10-13T00:00:00Z,2025-10-14T00:00:00Z,388915310,389261472,active,0,5,0,0,0,0,0,3826867,3826867000000,3444180,3444180000000,3858418068326094639,5,1,0,1,0,1,0,0,2,3826867,3826867000000,0,0,3444180,3444180000000,0,0,3858418068326094639,0,0,0,0,0,0,0,0,389134094,389134142
accepted_drip_market,0x678b525f162b499b17d8fd71f3129bd3a5a10d4c728e6af02ee7c644ae262d01,202,2026-01-27,2026-01-27T00:00:00Z,2026-01-28T00:00:00Z,425581371,425927717,active,17,17,3849701,3827867000000,3466008,3444180000000,3858418068326094639,3849701,3827867000000,3466008,3444180000000,3858418068326094639,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
accepted_drip_market,0x678b525f162b499b17d8fd71f3129bd3a5a10d4c728e6af02ee7c644ae262d01,404,2026-08-17,2026-08-17T00:00:00Z,2026-08-18T00:00:00Z,495303648,495647034,active,17,17,3849701,3827867000000,3466008,3444180000000,3858418068326094639,3849701,3827867000000,3466008,3444180000000,3858418068326094639,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
accepted_drip_market,0x6a2b0c23c79dde84628314d21797f7bd5b06ae36e6bde6924ece64ef4821d2df,0,2025-07-09,2025-07-09T13:00:00Z,2025-07-10T00:00:00Z,355887376,356045737,inactive_pre_first_scoped_event,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
accepted_drip_market,0x6a2b0c23c79dde84628314d21797f7bd5b06ae36e6bde6924ece64ef4821d2df,153,2025-12-09,2025-12-09T00:00:00Z,2025-12-10T00:00:00Z,408635723,408982122,inactive_pre_first_scoped_event,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
accepted_drip_market,0x6a2b0c23c79dde84628314d21797f7bd5b06ae36e6bde6924ece64ef4821d2df,154,2025-12-10,2025-12-10T00:00:00Z,2025-12-11T00:00:00Z,408982122,409328472,active,0,5,0,0,0,0,0,500000,500000000000,450000,450000000000,1000000000000000000,5,1,0,1,0,1,0,0,2,500000,500000000000,0,0,450000,450000000000,0,0,1000000000000000000,0,0,0,0,0,0,0,0,409235783,409262784
accepted_drip_market,0x6a2b0c23c79dde84628314d21797f7bd5b06ae36e6bde6924ece64ef4821d2df,202,2026-01-27,2026-01-27T00:00:00Z,2026-01-28T00:00:00Z,425581371,425927717,active,11,11,502833,501743682266,451099,450000000000,1000000000000000000,502833,501743682266,451099,450000000000,1000000000000000000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
accepted_drip_market,0x6a2b0c23c79dde84628314d21797f7bd5b06ae36e6bde6924ece64ef4821d2df,404,2026-08-17,2026-08-17T00:00:00Z,2026-08-18T00:00:00Z,495303648,495647034,active,13,13,502803,501000000000,451815,450000000000,1000000000000000000,502803,501000000000,451815,450000000000,1000000000000000000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
accepted_drip_market,0x6c831dcc45a7c0af00b751da651bd874b96653c587615d11aafade7b357c4b43,0,2025-07-09,2025-07-09T13:00:00Z,2025-07-10T00:00:00Z,355887376,356045737,inactive_pre_first_scoped_event,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
accepted_drip_market,0x6c831dcc45a7c0af00b751da651bd874b96653c587615d11aafade7b357c4b43,137,2025-11-23,2025-11-23T00:00:00Z,2025-11-24T00:00:00Z,403097589,403441737,inactive_pre_first_scoped_event,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
accepted_drip_market,0x6c831dcc45a7c0af00b751da651bd874b96653c587615d11aafade7b357c4b43,138,2025-11-24,2025-11-24T00:00:00Z,2025-11-25T00:00:00Z,403441737,403787376,active,0,7,0,0,0,0,0,3000,3000000000,2638,2638000000,3000,7,2,0,1,0,1,0,0,3,3000,3000000000,0,0,2638,2638000000,0,0,3000,0,0,0,0,0,0,0,0,403557177,403558340
accepted_drip_market,0x6c831dcc45a7c0af00b751da651bd874b96653c587615d11aafade7b357c4b43,202,2026-01-27,2026-01-27T00:00:00Z,2026-01-28T00:00:00Z,425581371,425927717,active,9269,9685,6739282415581,6674088798985318818,6109003771758,6042667457947088778,7549974335587,7155319384527,7084871009692638871,6441433189689,6370258159957490853,7945572593100,416,76,107,13,6,12,5,0,197,13346554227115,13216349961992043603,12931723481877,12805567751284723550,517926209862,512253157829325281,186703015639,184662455818923206,603598257513,208000000000,1206223708,0,0,0,0,0,0,425586835,425925373
accepted_drip_market,0x6c831dcc45a7c0af00b751da651bd874b96653c587615d11aafade7b357c4b43,404,2026-08-17,2026-08-17T00:00:00Z,2026-08-18T00:00:00Z,495303648,495647034,active,17188,17188,11722,11551271570,2682,2638000000,3000,11722,11551271570,2682,2638000000,3000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
accepted_drip_market,0x71c2954e00c8f72864600c9d1d1cd70fa15202c4294cd938d80add3be2eced26,0,2025-07-09,2025-07-09T13:00:00Z,2025-07-10T00:00:00Z,355887376,356045737,inactive_pre_first_scoped_event,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
accepted_drip_market,0x71c2954e00c8f72864600c9d1d1cd70fa15202c4294cd938d80add3be2eced26,54,2025-09-01,2025-09-01T00:00:00Z,2025-09-02T00:00:00Z,374383983,374730012,inactive_pre_first_scoped_event,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
accepted_drip_market,0x71c2954e00c8f72864600c9d1d1cd70fa15202c4294cd938d80add3be2eced26,55,2025-09-02,2025-09-02T00:00:00Z,2025-09-03T00:00:00Z,374730012,375075967,active,0,5,0,0,0,0,0,10000,10000000000,10000,10000000000,10796082822642594,5,1,0,1,0,1,0,0,2,10000,10000000000,0,0,10000,10000000000,0,0,10796082822642594,0,0,0,0,0,0,0,0,374834002,374834059
accepted_drip_market,0x71c2954e00c8f72864600c9d1d1cd70fa15202c4294cd938d80add3be2eced26,202,2026-01-27,2026-01-27T00:00:00Z,2026-01-28T00:00:00Z,425581371,425927717,active,12760,13110,1938492914685,1907210324139713031,1754338057757,1723025877229944775,1992757916341410818381952,1938885869729,1907243619192209570,1754693955908,1723025877229944775,1992757916341410818381952,350,86,89,0,0,0,0,0,175,2517715801591,2476868709729568282,2517678744698,2476835414677071743,0,0,0,0,0,0,355898151,0,0,0,0,0,0,425586835,425924128
accepted_drip_market,0x71c2954e00c8f72864600c9d1d1cd70fa15202c4294cd938d80add3be2eced26,404,2026-08-17,2026-08-17T00:00:00Z,2026-08-18T00:00:00Z,495303648,495647034,active,27055,27059,156580245843,150074893979928660,141580246078,134922596387881322,145540587015243253438529,156848921244,150314478780976753,141848921493,135160809722919886,145540587015243253438529,4,1,0,1,0,0,0,0,2,249999986,239584801048093,0,0,250000000,238213335038564,0,0,0,0,18675415,0,0,0,0,0,0,495527069,495533878
accepted_drip_market,0x729e4ab1f1613a55f4dc6444cb073a2f9ba4c402f8c59e93e1d725f9ce45f23a,0,2025-07-09,2025-07-09T13:00:00Z,2025-07-10T00:00:00Z,355887376,356045737,inactive_pre_first_scoped_event,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
accepted_drip_market,0x729e4ab1f1613a55f4dc6444cb073a2f9ba4c402f8c59e93e1d725f9ce45f23a,67,2025-09-14,2025-09-14T00:00:00Z,2025-09-15T00:00:00Z,378879826,379225098,inactive_pre_first_scoped_event,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
accepted_drip_market,0x729e4ab1f1613a55f4dc6444cb073a2f9ba4c402f8c59e93e1d725f9ce45f23a,68,2025-09-15,2025-09-15T00:00:00Z,2025-09-16T00:00:00Z,379225098,379570726,active,0,5,0,0,0,0,0,10000,10000000000,10000,10000000000,23445943690329401,5,1,0,1,0,1,0,0,2,10000,10000000000,0,0,10000,10000000000,0,0,23445943690329401,0,0,0,0,0,0,0,0,379336835,379344132
accepted_drip_market,0x729e4ab1f1613a55f4dc6444cb073a2f9ba4c402f8c59e93e1d725f9ce45f23a,202,2026-01-27,2026-01-27T00:00:00Z,2026-01-28T00:00:00Z,425581371,425927717,active,2293,2293,11152,11000000000,10150,10000000000,23445943690329401,11152,11000000000,10150,10000000000,23445943690329401,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
accepted_drip_market,0x729e4ab1f1613a55f4dc6444cb073a2f9ba4c402f8c59e93e1d725f9ce45f23a,404,2026-08-17,2026-08-17T00:00:00Z,2026-08-18T00:00:00Z,495303648,495647034,active,2293,2293,11152,11000000000,10150,10000000000,23445943690329401,11152,11000000000,10150,10000000000,23445943690329401,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
accepted_drip_market,0x7717f1e04510390518811b3133ea47c298094ddd1d806ed8f8867d88c727bad7,0,2025-07-09,2025-07-09T13:00:00Z,2025-07-10T00:00:00Z,355887376,356045737,inactive_pre_first_scoped_event,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
accepted_drip_market,0x7717f1e04510390518811b3133ea47c298094ddd1d806ed8f8867d88c727bad7,134,2025-11-20,2025-11-20T00:00:00Z,2025-11-21T00:00:00Z,402060763,402406626,inactive_pre_first_scoped_event,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
accepted_drip_market,0x7717f1e04510390518811b3133ea47c298094ddd1d806ed8f8867d88c727bad7,135,2025-11-21,2025-11-21T00:00:00Z,2025-11-22T00:00:00Z,402406626,402752730,active,0,5,0,0,0,0,0,100000,100000000000,100000,100000000000,1128440227666513479,5,1,0,1,0,1,0,0,2,100000,100000000000,0,0,100000,100000000000,0,0,1128440227666513479,0,0,0,0,0,0,0,0,402546109,402546983
accepted_drip_market,0x7717f1e04510390518811b3133ea47c298094ddd1d806ed8f8867d88c727bad7,202,2026-01-27,2026-01-27T00:00:00Z,2026-01-28T00:00:00Z,425581371,425927717,active,9592,10110,13756404137273,13532576919880510348,11909907043043,11694026350677569986,16048132476343273213641656,13732621279462,13506225363926531907,12522721130148,12292742710597041532,16785330565439493371965127,518,172,73,16,2,16,0,0,239,22026410234334,21665504300101342085,22053203351149,21691855856055320526,707591891365,694718497467866612,97788063264,96002137548395066,737198089096220158323471,0,3010259004,0,0,0,0,0,0,425586835,425925373
accepted_drip_market,0x7717f1e04510390518811b3133ea47c298094ddd1d806ed8f8867d88c727bad7,404,2026-08-17,2026-08-17T00:00:00Z,2026-08-18T00:00:00Z,495303648,495647034,active,20251,20251,7515491,2813680434633,431920,160304680781,29474398637769321977,7515491,2813680434633,431920,160304680781,29474398637769321977,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
accepted_drip_market,0x77fe2f7c2dd6f4da6bc5f445b06052ff8df55cb70cfce9afc16ec3c69a5fd3a3,0,2025-07-09,2025-07-09T13:00:00Z,2025-07-10T00:00:00Z,355887376,356045737,inactive_pre_first_scoped_event,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
accepted_drip_market,0x77fe2f7c2dd6f4da6bc5f445b06052ff8df55cb70cfce9afc16ec3c69a5fd3a3,8,2025-07-17,2025-07-17T00:00:00Z,2025-07-18T00:00:00Z,358466906,358813157,inactive_pre_first_scoped_event,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
accepted_drip_market,0x77fe2f7c2dd6f4da6bc5f445b06052ff8df55cb70cfce9afc16ec3c69a5fd3a3,9,2025-07-18,2025-07-18T00:00:00Z,2025-07-19T00:00:00Z,358813157,359159396,active,0,5,0,0,0,0,0,1000000,1000000000000,1000000,1000000000000,2000000000000000000,5,1,0,1,0,1,0,0,2,1000000,1000000000000,0,0,1000000,1000000000000,0,0,2000000000000000000,0,0,0,0,0,0,0,0,358881916,358881946
accepted_drip_market,0x77fe2f7c2dd6f4da6bc5f445b06052ff8df55cb70cfce9afc16ec3c69a5fd3a3,202,2026-01-27,2026-01-27T00:00:00Z,2026-01-28T00:00:00Z,425581371,425927717,active,75417,75459,98276666027,89589691509433239,88195820882,79775631824744424,92028017991484268062121,98286504118,89589691509433239,88217358973,79786214403033701,92044706598888641937350,42,0,0,1,0,1,0,0,40,0,0,0,0,11700000,10582578289277,0,0,16688607404373875229,0,9838091,0,0,0,0,0,0,425616268,425914564
accepted_drip_market,0x77fe2f7c2dd6f4da6bc5f445b06052ff8df55cb70cfce9afc16ec3c69a5fd3a3,404,2026-08-17,2026-08-17T00:00:00Z,2026-08-18T00:00:00Z,495303648,495647034,active,159786,159899,94239982977,84582083802270039,79239982742,70417346978387477,84786536152104581228948,90795703922,81485296693900235,79246228956,70417346978387477,84786536152104581228948,113,25,35,0,0,0,0,0,53,147892099011,132730928761379453,151342624280,135827715869749257,0,0,0,0,0,0,6246214,0,0,0,0,0,0,495309142,495643005
accepted_drip_market,0x7d4799e15dcaad9da49ab8edf46d647db2da2ff419db52e8ec0984d0c49e8b9b,0,2025-07-09,2025-07-09T13:00:00Z,2025-07-10T00:00:00Z,355887376,356045737,inactive_pre_first_scoped_event,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
accepted_drip_market,0x7d4799e15dcaad9da49ab8edf46d647db2da2ff419db52e8ec0984d0c49e8b9b,134,2025-11-20,2025-11-20T00:00:00Z,2025-11-21T00:00:00Z,402060763,402406626,inactive_pre_first_scoped_event,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
accepted_drip_market,0x7d4799e15dcaad9da49ab8edf46d647db2da2ff419db52e8ec0984d0c49e8b9b,135,2025-11-21,2025-11-21T00:00:00Z,2025-11-22T00:00:00Z,402406626,402752730,active,0,5,0,0,0,0,0,100000,100000000000,100000,100000000000,200000000000000000,5,1,0,1,0,1,0,0,2,100000,100000000000,0,0,100000,100000000000,0,0,200000000000000000,0,0,0,0,0,0,0,0,402546287,402547459
accepted_drip_market,0x7d4799e15dcaad9da49ab8edf46d647db2da2ff419db52e8ec0984d0c49e8b9b,202,2026-01-27,2026-01-27T00:00:00Z,2026-01-28T00:00:00Z,425581371,425927717,active,4670,4796,135242903573,133844697664192693,18182523978,17968083159072251,21807034306560989512207,28184238317,27891090301068088,18184238355,17968083159072251,21807034306560989512207,126,7,9,0,0,0,0,0,110,51304104521,50771899657231738,158364484154,156725507020356343,0,0,0,0,0,0,1714377,0,0,0,0,0,0,425585242,425920336
accepted_drip_market,0x7d4799e15dcaad9da49ab8edf46d647db2da2ff419db52e8ec0984d0c49e8b9b,404,2026-08-17,2026-08-17T00:00:00Z,2026-08-18T00:00:00Z,495303648,495647034,active,10948,10948,227040,161000518220,150259,100000000000,200000000000000000,227040,161000518220,150259,100000000000,200000000000000000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
accepted_drip_market,0x7e7c08f2d8bb6821408ac6b4e2f322d73ba1fb8ce20b3b65087f440ef3b2f8f1,0,2025-07-09,2025-07-09T13:00:00Z,2025-07-10T00:00:00Z,355887376,356045737,inactive_pre_first_scoped_event,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
accepted_drip_market,0x7e7c08f2d8bb6821408ac6b4e2f322d73ba1fb8ce20b3b65087f440ef3b2f8f1,49,2025-08-27,2025-08-27T00:00:00Z,2025-08-28T00:00:00Z,372653657,372999830,inactive_pre_first_scoped_event,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
accepted_drip_market,0x7e7c08f2d8bb6821408ac6b4e2f322d73ba1fb8ce20b3b65087f440ef3b2f8f1,50,2025-08-28,2025-08-28T00:00:00Z,2025-08-29T00:00:00Z,372999830,373346016,active,0,5,0,0,0,0,0,25000,25000000000,25000,25000000000,500000000000000000,5,1,0,1,0,1,0,0,2,25000,25000000000,0,0,25000,25000000000,0,0,500000000000000000,0,0,0,0,0,0,0,0,373176382,373176432
accepted_drip_market,0x7e7c08f2d8bb6821408ac6b4e2f322d73ba1fb8ce20b3b65087f440ef3b2f8f1,202,2026-01-27,2026-01-27T00:00:00Z,2026-01-28T00:00:00Z,425581371,425927717,active,20024,20071,25310897375,24673872542554287,23149040612,22475365683523931,24594132284358378549786,25334803107,24694822148819927,23151480292,22475365683523931,24594132284358378549786,47,5,6,0,0,0,0,0,36,678794473,661680402319562,657328421,640730796053922,0,0,0,0,0,0,2439680,0,0,0,0,0,0,425582329,425914401
