"test","population","rpc_url","chain_id","start_utc","end_exclusive_utc","start_block","end_block_exclusive","block_count","gba_rows","rpc_rows","matched_unique_keys","missing_in_rpc","extra_in_rpc","rpc_duplicate_key_groups","rpc_duplicate_rows_beyond_first","gba_duplicate_key_groups","gba_duplicate_rows_beyond_first","topics_mismatches","raw_data_mismatches","comparison_pass","rpc_requests_total","eth_getLogs_requests","successful_block_ranges","rpc_retries","rpc_error_attempts","adaptive_range_reductions","adaptive_range_expansions","rpc_response_bytes_total","eth_getLogs_response_bytes","rpc_logs_file_bytes","gba_reference_file_bytes","successful_eth_getLogs_elapsed_seconds","gba_query_elapsed_seconds","current_run_collection_elapsed_seconds","current_run_total_elapsed_seconds","checkpoint_resumed","execution_started_utc","execution_ended_utc","checkpoint_path"
"Phase 2 one-day adaptive eth_getLogs feasibility","Official Morpho contract x 8 critical event hashes x 45 DRIP-eligible market IDs","https://arb1.arbitrum.io/rpc","42161","2026-08-17T00:00:00.0000000Z","2026-08-18T00:00:00.0000000Z","495303648","495647034","343386","2087","2087","2087","0","0","0","0","0","0","0","0","True","65","10","10","3","3","0","2","1664679","1555804","1485476","1162100","5,734","0","0,001","1,481","True","2026-08-31T11:17:34.7839107Z","2026-08-31T11:17:36.2651470Z","data/tmp/rpc_feasibility_2026-08-17/checkpoint.json"
