study_start_utc,study_end_exclusive_utc,study_days,estimated_blocks,getLogs_requests_low,getLogs_requests_central,getLogs_requests_high,total_rpc_attempts_low,total_rpc_attempts_central,total_rpc_attempts_high,estimated_logs_low,estimated_logs_central,estimated_logs_high,serialized_size_gib_low,serialized_size_gib_central,serialized_size_gib_high,observed_seconds_per_successful_getLogs,central_successful_getLogs_minutes,planning_wall_hours_low,planning_wall_hours_high,confidence,required_precondition
2025-07-09T13:00:00Z,2026-08-18T00:00:00Z,404.458,139578975,2792,3506,4046,2850,3561,4101,844105,1138550,2571546,0.56,0.75,1.69,1.306,76.3,2,6,medium-low,Replace whole-file checkpoint rewrites with append-only range shards and a manifest before execution
