"test","population","rpc_url","chain_id","start_utc","end_exclusive_utc","start_block","end_block_exclusive","block_count","gba_rows","rpc_rows","matched_unique_keys","missing_in_rpc","extra_in_rpc","rpc_duplicate_key_groups","rpc_duplicate_rows_beyond_first","gba_duplicate_key_groups","gba_duplicate_rows_beyond_first","topics_mismatches","raw_data_mismatches","comparison_pass","rpc_requests_total","eth_getLogs_requests","successful_block_ranges","rpc_retries","rpc_error_attempts","adaptive_range_reductions","adaptive_range_expansions","rpc_response_bytes_total","eth_getLogs_response_bytes","rpc_logs_file_bytes","gba_reference_file_bytes","successful_eth_getLogs_elapsed_seconds","gba_query_elapsed_seconds","current_run_collection_elapsed_seconds","current_run_total_elapsed_seconds","checkpoint_resumed","intentional_resume_test","resume_checkpoint_ranges","resume_checkpoint_rows","resume_checkpoint_duplicate_rows","execution_started_utc","execution_ended_utc","checkpoint_path"
"Phase 2 stratified one-day adaptive eth_getLogs feasibility","Official Morpho contract x 8 critical event hashes x 45 DRIP-eligible market IDs","https://arb1.arbitrum.io/rpc","42161","2025-07-09T00:00:00.0000000Z","2025-07-10T00:00:00.0000000Z","355700452","356045737","345285","0","0","0","0","0","0","0","0","0","0","0","True","58","6","6","3","3","0","2","98348","223","2","130","20,181","0","2,336","2,413","True","True","1","0","0","2026-08-31T11:43:52.8589673Z","2026-08-31T11:43:55.2718726Z","data/tmp/rpc_feasibility_2025-07-09/checkpoint.json"
