"test","run_label","population","rpc_url","chain_id","start_utc","end_exclusive_utc","start_block","end_block_exclusive","block_count","gba_rows","rpc_rows","matched_unique_keys","missing_in_rpc","extra_in_rpc","rpc_duplicate_key_groups","rpc_duplicate_rows_beyond_first","gba_duplicate_key_groups","gba_duplicate_rows_beyond_first","topics_mismatches","raw_data_mismatches","comparison_pass","rpc_requests_total","eth_getLogs_requests","successful_block_ranges","rpc_retries","rpc_error_attempts","adaptive_range_reductions","adaptive_range_expansions","rpc_response_bytes_total","eth_getLogs_response_bytes","shard_file_bytes","verified_shard_count","manifest_gap_count","manifest_overlap_count","manifest_part_files_remaining","completed_ranges_refetched","resume_loaded_shards_preserved","manifest_integrity_pass","gba_reference_file_bytes","successful_eth_getLogs_elapsed_seconds","gba_query_elapsed_seconds","current_run_collection_elapsed_seconds","current_run_total_elapsed_seconds","checkpoint_resumed","intentional_resume_test","resume_checkpoint_ranges","resume_checkpoint_rows","resume_checkpoint_duplicate_rows","execution_started_utc","execution_ended_utc","manifest_path"
"Phase 2 append-only range-shard bounded resume feasibility","2026-02-18_shard_resume","Official Morpho contract x 8 critical event hashes x 45 DRIP-eligible market IDs","https://arb1.arbitrum.io/rpc","42161","2026-02-18T00:00:00.0000000Z","2026-02-19T00:00:00.0000000Z","433213243","433559875","346632","6358","6358","6358","0","0","0","0","0","0","0","0","True","61","10","10","0","0","0","1","4821090","4703879","4089667","10","0","0","0","0","True","True","3504843","7,056","0","10,064","11,703","True","True","1","270","0","2026-08-31T12:21:35.5951662Z","2026-08-31T12:21:47.2976650Z","data/tmp/rpc_feasibility_2026-02-18_shard_resume/manifest.json"
