"test","run_label","population","rpc_url","chain_id","start_utc","end_exclusive_utc","start_block","end_block_exclusive","block_count","gba_rows","rpc_rows","matched_unique_keys","missing_in_rpc","extra_in_rpc","rpc_duplicate_key_groups","rpc_duplicate_rows_beyond_first","gba_duplicate_key_groups","gba_duplicate_rows_beyond_first","topics_mismatches","raw_data_mismatches","comparison_pass","rpc_requests_total","eth_getLogs_requests","successful_block_ranges","rpc_retries","rpc_error_attempts","adaptive_range_reductions","adaptive_range_expansions","rpc_response_bytes_total","eth_getLogs_response_bytes","rpc_logs_file_bytes","gba_reference_file_bytes","successful_eth_getLogs_elapsed_seconds","gba_query_elapsed_seconds","current_run_collection_elapsed_seconds","current_run_total_elapsed_seconds","checkpoint_resumed","intentional_resume_test","resume_checkpoint_ranges","resume_checkpoint_rows","resume_checkpoint_duplicate_rows","execution_started_utc","execution_ended_utc","checkpoint_path"
"Phase 2 stratified one-day adaptive eth_getLogs feasibility","2026-02-18_resume","Official Morpho contract x 8 critical event hashes x 45 DRIP-eligible market IDs","https://arb1.arbitrum.io/rpc","42161","2026-02-18T00:00:00.0000000Z","2026-02-19T00:00:00.0000000Z","433213243","433559875","346632","6358","6358","6358","0","0","0","0","0","0","0","0","True","64","11","10","4","4","0","1","4819064","4703880","4490224","3504843","7,537","0","71,168","72,96","True","True","1","270","0","2026-08-31T11:55:46.7945083Z","2026-08-31T11:56:59.7541861Z","data/tmp/rpc_feasibility_2026-02-18_resume/checkpoint.json"
