block_number,transaction_index,log_index,transaction_hash,family,market_id,owner,caller,assets,shares,interest,fee_shares,repaid_assets,repaid_shares,seized_assets,bad_debt_assets,bad_debt_shares,topics_json,data
468996825,1,7,0x906a0683e1cacb11748237a4aaa3ec78bc1e407e30fcaf4d823bb267ef67fa8c,AccrueInterest,0xed06d9e82d7c35ca80d3983194e15462a96202bd875800af18183321f4611868,,,,,5137918,0,,,,,,"[""0x9d9bd501d0657d7dfe415f779a620a62b78bc508ddc0891fbbd8b7ac0f8fce87"",""0xed06d9e82d7c35ca80d3983194e15462a96202bd875800af18183321f4611868""]",0x000000000000000000000000000000000000000000000000000000003a89623300000000000000000000000000000000000000000000000000000000004e65fe0000000000000000000000000000000000000000000000000000000000000000
468996825,1,8,0x906a0683e1cacb11748237a4aaa3ec78bc1e407e30fcaf4d823bb267ef67fa8c,Borrow,0xed06d9e82d7c35ca80d3983194e15462a96202bd875800af18183321f4611868,0xc40daaba6b98dd941334e48e541bf2f36ab58abe,0x9954afb60bb5a222714c478ac86990f221788b88,100000000,92541301567830,,,,,,,,"[""0x570954540bed6b1304a87dfe815a5eda4a648f7097a16240dcd85c9b5fd42a43"",""0xed06d9e82d7c35ca80d3983194e15462a96202bd875800af18183321f4611868"",""0x000000000000000000000000c40daaba6b98dd941334e48e541bf2f36ab58abe"",""0x000000000000000000000000c40daaba6b98dd941334e48e541bf2f36ab58abe""]",0x0000000000000000000000009954afb60bb5a222714c478ac86990f221788b880000000000000000000000000000000000000000000000000000000005f5e1000000000000000000000000000000000000000000000000000000542a73683156
469010690,1,4,0x5e740e54d3151bb113807f54e5d0e874c122fa0a6bd4aa933e4b5b17ee41d7e8,SupplyCollateral,0xed06d9e82d7c35ca80d3983194e15462a96202bd875800af18183321f4611868,0x0e0744fe993465eec65848a927ccb8ab53016aae,0x9954afb60bb5a222714c478ac86990f221788b88,155677,,,,,,,,,"[""0xa3b9472a1399e17e123f3c2e6586c23e504184d504de59cdaa2b375e880c6184"",""0xed06d9e82d7c35ca80d3983194e15462a96202bd875800af18183321f4611868"",""0x0000000000000000000000009954afb60bb5a222714c478ac86990f221788b88"",""0x0000000000000000000000000e0744fe993465eec65848a927ccb8ab53016aae""]",0x000000000000000000000000000000000000000000000000000000000002601d
469054235,4,7,0x296ca189e640de828d62849532cc490a8eade94923b36f755a6421bdbeef052f,AccrueInterest,0xed06d9e82d7c35ca80d3983194e15462a96202bd875800af18183321f4611868,,,,,26998645,0,,,,,,"[""0x9d9bd501d0657d7dfe415f779a620a62b78bc508ddc0891fbbd8b7ac0f8fce87"",""0xed06d9e82d7c35ca80d3983194e15462a96202bd875800af18183321f4611868""]",0x000000000000000000000000000000000000000000000000000000003a7f74da00000000000000000000000000000000000000000000000000000000019bf7750000000000000000000000000000000000000000000000000000000000000000
469054235,4,8,0x296ca189e640de828d62849532cc490a8eade94923b36f755a6421bdbeef052f,Repay,0xed06d9e82d7c35ca80d3983194e15462a96202bd875800af18183321f4611868,0xa08d0b399888ca37f10157e78a288249b26fe26f,0x9954afb60bb5a222714c478ac86990f221788b88,100086349,92619901903901,,,,,,,,"[""0x52acb05cebbd3cd39715469f22afbf5a17496295ef3bc9bb5944056c63ccaa09"",""0xed06d9e82d7c35ca80d3983194e15462a96202bd875800af18183321f4611868"",""0x0000000000000000000000009954afb60bb5a222714c478ac86990f221788b88"",""0x000000000000000000000000a08d0b399888ca37f10157e78a288249b26fe26f""]",0x0000000000000000000000000000000000000000000000000000000005f7324d0000000000000000000000000000000000000000000000000000543cc05a241d
469065712,5,13,0xf00de1a1eb4c839b168d95f0ba3793c40fee6fd73edfa18870aaef94a81dcb29,SupplyCollateral,0xed06d9e82d7c35ca80d3983194e15462a96202bd875800af18183321f4611868,0x542017d8ab164176f7ba8af4b98bb2d9230fbf69,0x9954afb60bb5a222714c478ac86990f221788b88,471911,,,,,,,,,"[""0xa3b9472a1399e17e123f3c2e6586c23e504184d504de59cdaa2b375e880c6184"",""0xed06d9e82d7c35ca80d3983194e15462a96202bd875800af18183321f4611868"",""0x0000000000000000000000009954afb60bb5a222714c478ac86990f221788b88"",""0x000000000000000000000000542017d8ab164176f7ba8af4b98bb2d9230fbf69""]",0x0000000000000000000000000000000000000000000000000000000000073367
469065712,5,17,0xf00de1a1eb4c839b168d95f0ba3793c40fee6fd73edfa18870aaef94a81dcb29,AccrueInterest,0xed06d9e82d7c35ca80d3983194e15462a96202bd875800af18183321f4611868,,,,,5395097,0,,,,,,"[""0x9d9bd501d0657d7dfe415f779a620a62b78bc508ddc0891fbbd8b7ac0f8fce87"",""0xed06d9e82d7c35ca80d3983194e15462a96202bd875800af18183321f4611868""]",0x000000000000000000000000000000000000000000000000000000003a744e7500000000000000000000000000000000000000000000000000000000005252990000000000000000000000000000000000000000000000000000000000000000
469065712,5,18,0xf00de1a1eb4c839b168d95f0ba3793c40fee6fd73edfa18870aaef94a81dcb29,Borrow,0xed06d9e82d7c35ca80d3983194e15462a96202bd875800af18183321f4611868,0x542017d8ab164176f7ba8af4b98bb2d9230fbf69,0x9954afb60bb5a222714c478ac86990f221788b88,221000000,204512810712867,,,,,,,,"[""0x570954540bed6b1304a87dfe815a5eda4a648f7097a16240dcd85c9b5fd42a43"",""0xed06d9e82d7c35ca80d3983194e15462a96202bd875800af18183321f4611868"",""0x000000000000000000000000542017d8ab164176f7ba8af4b98bb2d9230fbf69"",""0x000000000000000000000000542017d8ab164176f7ba8af4b98bb2d9230fbf69""]",0x0000000000000000000000009954afb60bb5a222714c478ac86990f221788b88000000000000000000000000000000000000000000000000000000000d2c31400000000000000000000000000000000000000000000000000000ba00d96f3f23
469091185,2,4,0x106dd512b47822be21f99960495220ca011548bccd3c9ba30d04467b48d5f4a7,SupplyCollateral,0xed06d9e82d7c35ca80d3983194e15462a96202bd875800af18183321f4611868,0x6796d511cc01aaa8a3fbfdadf1f260b64aac21d9,0x9954afb60bb5a222714c478ac86990f221788b88,793615,,,,,,,,,"[""0xa3b9472a1399e17e123f3c2e6586c23e504184d504de59cdaa2b375e880c6184"",""0xed06d9e82d7c35ca80d3983194e15462a96202bd875800af18183321f4611868"",""0x0000000000000000000000009954afb60bb5a222714c478ac86990f221788b88"",""0x0000000000000000000000006796d511cc01aaa8a3fbfdadf1f260b64aac21d9""]",0x00000000000000000000000000000000000000000000000000000000000c1c0f
469123303,2,3,0xcffe95d460d6bee22b540b9b09ca31f26ef07bbed45eb4f0eb621581dd76d2f9,SupplyCollateral,0xed06d9e82d7c35ca80d3983194e15462a96202bd875800af18183321f4611868,0xa9142020b7bf9bbe89785506852fe0d9128ce3db,0x9954afb60bb5a222714c478ac86990f221788b88,91000,,,,,,,,,"[""0xa3b9472a1399e17e123f3c2e6586c23e504184d504de59cdaa2b375e880c6184"",""0xed06d9e82d7c35ca80d3983194e15462a96202bd875800af18183321f4611868"",""0x0000000000000000000000009954afb60bb5a222714c478ac86990f221788b88"",""0x000000000000000000000000a9142020b7bf9bbe89785506852fe0d9128ce3db""]",0x0000000000000000000000000000000000000000000000000000000000016378
469126205,2,5,0xfe7c129572f77eb92bf4345d4812122e12ff49977c07950953df6a23d7cb1b52,SupplyCollateral,0xed06d9e82d7c35ca80d3983194e15462a96202bd875800af18183321f4611868,0x9fce888592737254c0624f9965a9b6ff5cd28944,0x9954afb60bb5a222714c478ac86990f221788b88,60000,,,,,,,,,"[""0xa3b9472a1399e17e123f3c2e6586c23e504184d504de59cdaa2b375e880c6184"",""0xed06d9e82d7c35ca80d3983194e15462a96202bd875800af18183321f4611868"",""0x0000000000000000000000009954afb60bb5a222714c478ac86990f221788b88"",""0x0000000000000000000000009fce888592737254c0624f9965a9b6ff5cd28944""]",0x000000000000000000000000000000000000000000000000000000000000ea60
469126205,2,9,0xfe7c129572f77eb92bf4345d4812122e12ff49977c07950953df6a23d7cb1b52,AccrueInterest,0xed06d9e82d7c35ca80d3983194e15462a96202bd875800af18183321f4611868,,,,,28461974,0,,,,,,"[""0x9d9bd501d0657d7dfe415f779a620a62b78bc508ddc0891fbbd8b7ac0f8fce87"",""0xed06d9e82d7c35ca80d3983194e15462a96202bd875800af18183321f4611868""]",0x000000000000000000000000000000000000000000000000000000003a6a875f0000000000000000000000000000000000000000000000000000000001b24b960000000000000000000000000000000000000000000000000000000000000000
469126205,2,10,0xfe7c129572f77eb92bf4345d4812122e12ff49977c07950953df6a23d7cb1b52,Borrow,0xed06d9e82d7c35ca80d3983194e15462a96202bd875800af18183321f4611868,0x9fce888592737254c0624f9965a9b6ff5cd28944,0x9954afb60bb5a222714c478ac86990f221788b88,23000000,21283821793638,,,,,,,,"[""0x570954540bed6b1304a87dfe815a5eda4a648f7097a16240dcd85c9b5fd42a43"",""0xed06d9e82d7c35ca80d3983194e15462a96202bd875800af18183321f4611868"",""0x0000000000000000000000009fce888592737254c0624f9965a9b6ff5cd28944"",""0x0000000000000000000000009fce888592737254c0624f9965a9b6ff5cd28944""]",0x0000000000000000000000009954afb60bb5a222714c478ac86990f221788b8800000000000000000000000000000000000000000000000000000000015ef3c00000000000000000000000000000000000000000000000000000135b86a33166
469142255,1,1,0x4c3eb2b9f4da03ad8405924e88ea9f238290676b815f24267cfa288d0390d66e,AccrueInterest,0xed06d9e82d7c35ca80d3983194e15462a96202bd875800af18183321f4611868,,,,,7550559,0,,,,,,"[""0x9d9bd501d0657d7dfe415f779a620a62b78bc508ddc0891fbbd8b7ac0f8fce87"",""0xed06d9e82d7c35ca80d3983194e15462a96202bd875800af18183321f4611868""]",0x000000000000000000000000000000000000000000000000000000003a5eed5c000000000000000000000000000000000000000000000000000000000073365f0000000000000000000000000000000000000000000000000000000000000000
469142255,1,2,0x4c3eb2b9f4da03ad8405924e88ea9f238290676b815f24267cfa288d0390d66e,Borrow,0xed06d9e82d7c35ca80d3983194e15462a96202bd875800af18183321f4611868,0xa9142020b7bf9bbe89785506852fe0d9128ce3db,0x9954afb60bb5a222714c478ac86990f221788b88,500000000,462689950717935,,,,,,,,"[""0x570954540bed6b1304a87dfe815a5eda4a648f7097a16240dcd85c9b5fd42a43"",""0xed06d9e82d7c35ca80d3983194e15462a96202bd875800af18183321f4611868"",""0x000000000000000000000000a9142020b7bf9bbe89785506852fe0d9128ce3db"",""0x000000000000000000000000a9142020b7bf9bbe89785506852fe0d9128ce3db""]",0x0000000000000000000000009954afb60bb5a222714c478ac86990f221788b88000000000000000000000000000000000000000000000000000000001dcd65000000000000000000000000000000000000000000000000000001a4d0662757ef
469159895,4,9,0x1a001d465a26687c83f530193f78b9b48243e9cbec9587afcc387384d94a1608,SupplyCollateral,0xed06d9e82d7c35ca80d3983194e15462a96202bd875800af18183321f4611868,0xdfdb41c414be0be7ee14d67c8c3d04a0e05ef95d,0x9954afb60bb5a222714c478ac86990f221788b88,3266,,,,,,,,,"[""0xa3b9472a1399e17e123f3c2e6586c23e504184d504de59cdaa2b375e880c6184"",""0xed06d9e82d7c35ca80d3983194e15462a96202bd875800af18183321f4611868"",""0x0000000000000000000000009954afb60bb5a222714c478ac86990f221788b88"",""0x000000000000000000000000dfdb41c414be0be7ee14d67c8c3d04a0e05ef95d""]",0x0000000000000000000000000000000000000000000000000000000000000cc2
469179143,3,7,0xfe448609373a4f8eda40300c2fdfd82e0d1391d3d87cd018dd72188a9838eae4,SupplyCollateral,0xed06d9e82d7c35ca80d3983194e15462a96202bd875800af18183321f4611868,0xcdc8fda31addd0875785cb55378349c6f246ab8c,0x9954afb60bb5a222714c478ac86990f221788b88,1300000,,,,,,,,,"[""0xa3b9472a1399e17e123f3c2e6586c23e504184d504de59cdaa2b375e880c6184"",""0xed06d9e82d7c35ca80d3983194e15462a96202bd875800af18183321f4611868"",""0x0000000000000000000000009954afb60bb5a222714c478ac86990f221788b88"",""0x000000000000000000000000cdc8fda31addd0875785cb55378349c6f246ab8c""]",0x000000000000000000000000000000000000000000000000000000000013d620
469179143,3,13,0xfe448609373a4f8eda40300c2fdfd82e0d1391d3d87cd018dd72188a9838eae4,AccrueInterest,0xed06d9e82d7c35ca80d3983194e15462a96202bd875800af18183321f4611868,,,,,17357589,0,,,,,,"[""0x9d9bd501d0657d7dfe415f779a620a62b78bc508ddc0891fbbd8b7ac0f8fce87"",""0xed06d9e82d7c35ca80d3983194e15462a96202bd875800af18183321f4611868""]",0x000000000000000000000000000000000000000000000000000000003a59b89e000000000000000000000000000000000000000000000000000000000108db150000000000000000000000000000000000000000000000000000000000000000
469179143,3,14,0xfe448609373a4f8eda40300c2fdfd82e0d1391d3d87cd018dd72188a9838eae4,Borrow,0xed06d9e82d7c35ca80d3983194e15462a96202bd875800af18183321f4611868,0xcdc8fda31addd0875785cb55378349c6f246ab8c,0x9954afb60bb5a222714c478ac86990f221788b88,400000000,370148600756199,,,,,,,,"[""0x570954540bed6b1304a87dfe815a5eda4a648f7097a16240dcd85c9b5fd42a43"",""0xed06d9e82d7c35ca80d3983194e15462a96202bd875800af18183321f4611868"",""0x000000000000000000000000cdc8fda31addd0875785cb55378349c6f246ab8c"",""0x000000000000000000000000cdc8fda31addd0875785cb55378349c6f246ab8c""]",0x0000000000000000000000009954afb60bb5a222714c478ac86990f221788b880000000000000000000000000000000000000000000000000000000017d78400000000000000000000000000000000000000000000000000000150a5efdcb7e7
469195324,3,4,0x927f3722032ad727bd6ba25e42061995945a4ae1559deeb4b2952faeb2efc1b3,AccrueInterest,0xed06d9e82d7c35ca80d3983194e15462a96202bd875800af18183321f4611868,,,,,7586100,0,,,,,,"[""0x9d9bd501d0657d7dfe415f779a620a62b78bc508ddc0891fbbd8b7ac0f8fce87"",""0xed06d9e82d7c35ca80d3983194e15462a96202bd875800af18183321f4611868""]",0x000000000000000000000000000000000000000000000000000000003a53f492000000000000000000000000000000000000000000000000000000000073c1340000000000000000000000000000000000000000000000000000000000000000
469195324,3,5,0x927f3722032ad727bd6ba25e42061995945a4ae1559deeb4b2952faeb2efc1b3,Borrow,0xed06d9e82d7c35ca80d3983194e15462a96202bd875800af18183321f4611868,0x542017d8ab164176f7ba8af4b98bb2d9230fbf69,0x9954afb60bb5a222714c478ac86990f221788b88,23000000,21283460129132,,,,,,,,"[""0x570954540bed6b1304a87dfe815a5eda4a648f7097a16240dcd85c9b5fd42a43"",""0xed06d9e82d7c35ca80d3983194e15462a96202bd875800af18183321f4611868"",""0x000000000000000000000000542017d8ab164176f7ba8af4b98bb2d9230fbf69"",""0x000000000000000000000000542017d8ab164176f7ba8af4b98bb2d9230fbf69""]",0x0000000000000000000000009954afb60bb5a222714c478ac86990f221788b8800000000000000000000000000000000000000000000000000000000015ef3c00000000000000000000000000000000000000000000000000000135b7114a16c
469201230,3,5,0x90485e1e0a1c9b6292c73f8d1c5cf1c10b6703af4ab4949045f2865ed02fa4ec,SupplyCollateral,0xed06d9e82d7c35ca80d3983194e15462a96202bd875800af18183321f4611868,0xa9142020b7bf9bbe89785506852fe0d9128ce3db,0x9954afb60bb5a222714c478ac86990f221788b88,23000,,,,,,,,,"[""0xa3b9472a1399e17e123f3c2e6586c23e504184d504de59cdaa2b375e880c6184"",""0xed06d9e82d7c35ca80d3983194e15462a96202bd875800af18183321f4611868"",""0x0000000000000000000000009954afb60bb5a222714c478ac86990f221788b88"",""0x000000000000000000000000a9142020b7bf9bbe89785506852fe0d9128ce3db""]",0x00000000000000000000000000000000000000000000000000000000000059d8
469206703,1,5,0xc764e991af89827a68654e073305deeffd171017b99f3fd9cac1f2067d2a844b,AccrueInterest,0xed06d9e82d7c35ca80d3983194e15462a96202bd875800af18183321f4611868,,,,,5336796,0,,,,,,"[""0x9d9bd501d0657d7dfe415f779a620a62b78bc508ddc0891fbbd8b7ac0f8fce87"",""0xed06d9e82d7c35ca80d3983194e15462a96202bd875800af18183321f4611868""]",0x000000000000000000000000000000000000000000000000000000003a4fea260000000000000000000000000000000000000000000000000000000000516edc0000000000000000000000000000000000000000000000000000000000000000
469206703,1,6,0xc764e991af89827a68654e073305deeffd171017b99f3fd9cac1f2067d2a844b,Repay,0xed06d9e82d7c35ca80d3983194e15462a96202bd875800af18183321f4611868,0xeb1d7e5190200bb8e84996ebb777e371656aa841,0x9954afb60bb5a222714c478ac86990f221788b88,48083260663,44494578513066172,,,,,,,,"[""0x52acb05cebbd3cd39715469f22afbf5a17496295ef3bc9bb5944056c63ccaa09"",""0xed06d9e82d7c35ca80d3983194e15462a96202bd875800af18183321f4611868"",""0x0000000000000000000000009954afb60bb5a222714c478ac86990f221788b88"",""0x000000000000000000000000eb1d7e5190200bb8e84996ebb777e371656aa841""]",0x0000000000000000000000000000000000000000000000000000000b31fc54f7000000000000000000000000000000000000000000000000009e13955ab3b8bc
469206703,1,9,0xc764e991af89827a68654e073305deeffd171017b99f3fd9cac1f2067d2a844b,WithdrawCollateral,0xed06d9e82d7c35ca80d3983194e15462a96202bd875800af18183321f4611868,0xeb1d7e5190200bb8e84996ebb777e371656aa841,0x9954afb60bb5a222714c478ac86990f221788b88,199410886,,,,,,,,,"[""0xe80ebd7cc9223d7382aab2e0d1d6155c65651f83d53c8b9b06901d167e321142"",""0xed06d9e82d7c35ca80d3983194e15462a96202bd875800af18183321f4611868"",""0x000000000000000000000000eb1d7e5190200bb8e84996ebb777e371656aa841"",""0x000000000000000000000000eb1d7e5190200bb8e84996ebb777e371656aa841""]",0x0000000000000000000000009954afb60bb5a222714c478ac86990f221788b88000000000000000000000000000000000000000000000000000000000be2c4c6
469208683,6,34,0xaa2efd251b07b1d5dd10d514bc454208c0352ed1a30570f3071703882d1bfb79,AccrueInterest,0xed06d9e82d7c35ca80d3983194e15462a96202bd875800af18183321f4611868,,,,,889636,0,,,,,,"[""0x9d9bd501d0657d7dfe415f779a620a62b78bc508ddc0891fbbd8b7ac0f8fce87"",""0xed06d9e82d7c35ca80d3983194e15462a96202bd875800af18183321f4611868""]",0x000000000000000000000000000000000000000000000000000000003938157d00000000000000000000000000000000000000000000000000000000000d93240000000000000000000000000000000000000000000000000000000000000000
469208683,6,35,0xaa2efd251b07b1d5dd10d514bc454208c0352ed1a30570f3071703882d1bfb79,Withdraw,0xed06d9e82d7c35ca80d3983194e15462a96202bd875800af18183321f4611868,0x139250cdb310d657eac506c7c7fc6acde34af1ec,0x139250cdb310d657eac506c7c7fc6acde34af1ec,121592050,113404509282656,,,,,,,,"[""0xa56fc0ad5702ec05ce63666221f796fb62437c32db1aa1aa075fc6484cf58fbf"",""0xed06d9e82d7c35ca80d3983194e15462a96202bd875800af18183321f4611868"",""0x000000000000000000000000139250cdb310d657eac506c7c7fc6acde34af1ec"",""0x000000000000000000000000139250cdb310d657eac506c7c7fc6acde34af1ec""]",0x000000000000000000000000139250cdb310d657eac506c7c7fc6acde34af1ec00000000000000000000000000000000000000000000000000000000073f58f2000000000000000000000000000000000000000000000000000067240b7de160
469209453,5,7,0xbdc0adbbbbc4b9de8c1df92f0a00a14580250510bdfe74304d33f896d8055ad0,AccrueInterest,0xed06d9e82d7c35ca80d3983194e15462a96202bd875800af18183321f4611868,,,,,349052,0,,,,,,"[""0x9d9bd501d0657d7dfe415f779a620a62b78bc508ddc0891fbbd8b7ac0f8fce87"",""0xed06d9e82d7c35ca80d3983194e15462a96202bd875800af18183321f4611868""]",0x000000000000000000000000000000000000000000000000000000003938111e000000000000000000000000000000000000000000000000000000000005537c0000000000000000000000000000000000000000000000000000000000000000
469209453,5,8,0xbdc0adbbbbc4b9de8c1df92f0a00a14580250510bdfe74304d33f896d8055ad0,Withdraw,0xed06d9e82d7c35ca80d3983194e15462a96202bd875800af18183321f4611868,0x2281961480216653529a03d6ce03ee6b8cdf564e,0x2281961480216653529a03d6ce03ee6b8cdf564e,17921846,16715056019143,,,,,,,,"[""0xa56fc0ad5702ec05ce63666221f796fb62437c32db1aa1aa075fc6484cf58fbf"",""0xed06d9e82d7c35ca80d3983194e15462a96202bd875800af18183321f4611868"",""0x0000000000000000000000002281961480216653529a03d6ce03ee6b8cdf564e"",""0x0000000000000000000000002281961480216653529a03d6ce03ee6b8cdf564e""]",0x0000000000000000000000002281961480216653529a03d6ce03ee6b8cdf564e000000000000000000000000000000000000000000000000000000000111773600000000000000000000000000000000000000000000000000000f33c6f9f6c7
469220910,3,11,0x24d6c6d6a6a232b3eed7deb03e0efb6f0387274f24fd0af358f3d5b70bccc7d2,SupplyCollateral,0xed06d9e82d7c35ca80d3983194e15462a96202bd875800af18183321f4611868,0x977b092cf111c664789c60b100397c64ee50fb80,0x9954afb60bb5a222714c478ac86990f221788b88,206484,,,,,,,,,"[""0xa3b9472a1399e17e123f3c2e6586c23e504184d504de59cdaa2b375e880c6184"",""0xed06d9e82d7c35ca80d3983194e15462a96202bd875800af18183321f4611868"",""0x0000000000000000000000009954afb60bb5a222714c478ac86990f221788b88"",""0x000000000000000000000000977b092cf111c664789c60b100397c64ee50fb80""]",0x0000000000000000000000000000000000000000000000000000000000032694
469220910,3,15,0x24d6c6d6a6a232b3eed7deb03e0efb6f0387274f24fd0af358f3d5b70bccc7d2,AccrueInterest,0xed06d9e82d7c35ca80d3983194e15462a96202bd875800af18183321f4611868,,,,,5123912,0,,,,,,"[""0x9d9bd501d0657d7dfe415f779a620a62b78bc508ddc0891fbbd8b7ac0f8fce87"",""0xed06d9e82d7c35ca80d3983194e15462a96202bd875800af18183321f4611868""]",0x0000000000000000000000000000000000000000000000000000000039357e2600000000000000000000000000000000000000000000000000000000004e2f480000000000000000000000000000000000000000000000000000000000000000
469220910,3,16,0x24d6c6d6a6a232b3eed7deb03e0efb6f0387274f24fd0af358f3d5b70bccc7d2,Borrow,0xed06d9e82d7c35ca80d3983194e15462a96202bd875800af18183321f4611868,0x977b092cf111c664789c60b100397c64ee50fb80,0x9954afb60bb5a222714c478ac86990f221788b88,100000000,92536209223052,,,,,,,,"[""0x570954540bed6b1304a87dfe815a5eda4a648f7097a16240dcd85c9b5fd42a43"",""0xed06d9e82d7c35ca80d3983194e15462a96202bd875800af18183321f4611868"",""0x000000000000000000000000977b092cf111c664789c60b100397c64ee50fb80"",""0x000000000000000000000000977b092cf111c664789c60b100397c64ee50fb80""]",0x0000000000000000000000009954afb60bb5a222714c478ac86990f221788b880000000000000000000000000000000000000000000000000000000005f5e1000000000000000000000000000000000000000000000000000000542943e12d8c
469228509,4,14,0xa35317ff47ad88a3581bb3b9a2dbf8778cc3f1e89b0bd3693f2ebfd3d25582d1,AccrueInterest,0xed06d9e82d7c35ca80d3983194e15462a96202bd875800af18183321f4611868,,,,,3387270,0,,,,,,"[""0x9d9bd501d0657d7dfe415f779a620a62b78bc508ddc0891fbbd8b7ac0f8fce87"",""0xed06d9e82d7c35ca80d3983194e15462a96202bd875800af18183321f4611868""]",0x000000000000000000000000000000000000000000000000000000003931f05b000000000000000000000000000000000000000000000000000000000033af860000000000000000000000000000000000000000000000000000000000000000
469228509,4,15,0xa35317ff47ad88a3581bb3b9a2dbf8778cc3f1e89b0bd3693f2ebfd3d25582d1,Repay,0xed06d9e82d7c35ca80d3983194e15462a96202bd875800af18183321f4611868,0xdfdb41c414be0be7ee14d67c8c3d04a0e05ef95d,0x9954afb60bb5a222714c478ac86990f221788b88,33895187,31365263719231,,,,,,,,"[""0x52acb05cebbd3cd39715469f22afbf5a17496295ef3bc9bb5944056c63ccaa09"",""0xed06d9e82d7c35ca80d3983194e15462a96202bd875800af18183321f4611868"",""0x0000000000000000000000009954afb60bb5a222714c478ac86990f221788b88"",""0x000000000000000000000000dfdb41c414be0be7ee14d67c8c3d04a0e05ef95d""]",0x000000000000000000000000000000000000000000000000000000000205331300000000000000000000000000000000000000000000000000001c86cb66fb3f
469264140,2,5,0x6741cc236622b02f2d4236540a616154f1d113048c8b828e19e6ccd0ad9e5c89,AccrueInterest,0xed06d9e82d7c35ca80d3983194e15462a96202bd875800af18183321f4611868,,,,,15946912,0,,,,,,"[""0x9d9bd501d0657d7dfe415f779a620a62b78bc508ddc0891fbbd8b7ac0f8fce87"",""0xed06d9e82d7c35ca80d3983194e15462a96202bd875800af18183321f4611868""]",0x0000000000000000000000000000000000000000000000000000000039285a1c0000000000000000000000000000000000000000000000000000000000f354a00000000000000000000000000000000000000000000000000000000000000000
469264140,2,6,0x6741cc236622b02f2d4236540a616154f1d113048c8b828e19e6ccd0ad9e5c89,Repay,0xed06d9e82d7c35ca80d3983194e15462a96202bd875800af18183321f4611868,0xd86344a47c5bf09a660d04d9692fba5efbc35ed6,0x9954afb60bb5a222714c478ac86990f221788b88,2004096430,1854495636808178,,,,,,,,"[""0x52acb05cebbd3cd39715469f22afbf5a17496295ef3bc9bb5944056c63ccaa09"",""0xed06d9e82d7c35ca80d3983194e15462a96202bd875800af18183321f4611868"",""0x0000000000000000000000009954afb60bb5a222714c478ac86990f221788b88"",""0x000000000000000000000000d86344a47c5bf09a660d04d9692fba5efbc35ed6""]",0x00000000000000000000000000000000000000000000000000000000777415ae000000000000000000000000000000000000000000000000000696a769ab61f2
469264859,1,1,0xa2f7bcb9bd7d25ac0804ee377daa7323eac223611c892508e4fa386597c0db2d,AccrueInterest,0xed06d9e82d7c35ca80d3983194e15462a96202bd875800af18183321f4611868,,,,,324666,0,,,,,,"[""0x9d9bd501d0657d7dfe415f779a620a62b78bc508ddc0891fbbd8b7ac0f8fce87"",""0xed06d9e82d7c35ca80d3983194e15462a96202bd875800af18183321f4611868""]",0x000000000000000000000000000000000000000000000000000000003914e7e9000000000000000000000000000000000000000000000000000000000004f43a0000000000000000000000000000000000000000000000000000000000000000
469264859,1,2,0xa2f7bcb9bd7d25ac0804ee377daa7323eac223611c892508e4fa386597c0db2d,WithdrawCollateral,0xed06d9e82d7c35ca80d3983194e15462a96202bd875800af18183321f4611868,0xd86344a47c5bf09a660d04d9692fba5efbc35ed6,0x9954afb60bb5a222714c478ac86990f221788b88,5000000,,,,,,,,,"[""0xe80ebd7cc9223d7382aab2e0d1d6155c65651f83d53c8b9b06901d167e321142"",""0xed06d9e82d7c35ca80d3983194e15462a96202bd875800af18183321f4611868"",""0x000000000000000000000000d86344a47c5bf09a660d04d9692fba5efbc35ed6"",""0x000000000000000000000000d86344a47c5bf09a660d04d9692fba5efbc35ed6""]",0x0000000000000000000000009954afb60bb5a222714c478ac86990f221788b8800000000000000000000000000000000000000000000000000000000004c4b40
469269369,1,5,0x948f5a91dfa1dc6b5cef2c32b1be4c50d5f3882bfb17bfd19e04df58c8ed52d2,AccrueInterest,0xed06d9e82d7c35ca80d3983194e15462a96202bd875800af18183321f4611868,,,,,2013846,0,,,,,,"[""0x9d9bd501d0657d7dfe415f779a620a62b78bc508ddc0891fbbd8b7ac0f8fce87"",""0xed06d9e82d7c35ca80d3983194e15462a96202bd875800af18183321f4611868""]",0x000000000000000000000000000000000000000000000000000000003913c0f200000000000000000000000000000000000000000000000000000000001eba960000000000000000000000000000000000000000000000000000000000000000
469269369,1,6,0x948f5a91dfa1dc6b5cef2c32b1be4c50d5f3882bfb17bfd19e04df58c8ed52d2,Repay,0xed06d9e82d7c35ca80d3983194e15462a96202bd875800af18183321f4611868,0xc0778aa3961508c53fa39ddb789fa78c8dd87587,0x9954afb60bb5a222714c478ac86990f221788b88,70066205595,64835856962392292,,,,,,,,"[""0x52acb05cebbd3cd39715469f22afbf5a17496295ef3bc9bb5944056c63ccaa09"",""0xed06d9e82d7c35ca80d3983194e15462a96202bd875800af18183321f4611868"",""0x0000000000000000000000009954afb60bb5a222714c478ac86990f221788b88"",""0x000000000000000000000000c0778aa3961508c53fa39ddb789fa78c8dd87587""]",0x000000000000000000000000000000000000000000000000000000105045739b00000000000000000000000000000000000000000000000000e657de4ef390e4
