block_number,transaction_index,log_index,transaction_hash,family,market_id,owner,caller,assets,shares,interest,fee_shares,repaid_assets,repaid_shares,seized_assets,bad_debt_assets,bad_debt_shares,topics_json,data
473103321,1,1,0x31ecde9e8a288d762ae80c305a64bbdd2e94504c49ea128f8e5970b3691cfbdd,AccrueInterest,0xed06d9e82d7c35ca80d3983194e15462a96202bd875800af18183321f4611868,,,,,36121418,0,,,,,,"[""0x9d9bd501d0657d7dfe415f779a620a62b78bc508ddc0891fbbd8b7ac0f8fce87"",""0xed06d9e82d7c35ca80d3983194e15462a96202bd875800af18183321f4611868""]",0x00000000000000000000000000000000000000000000000000000000379c451d0000000000000000000000000000000000000000000000000000000002272b4a0000000000000000000000000000000000000000000000000000000000000000
473181039,4,22,0xfeb47477b79c8a0564da2b3f426c9028e580c33b99fc912a1812e3158d8587bc,SupplyCollateral,0xed06d9e82d7c35ca80d3983194e15462a96202bd875800af18183321f4611868,0x8f5368bb927508efe7e229409883a1e018732188,0x9954afb60bb5a222714c478ac86990f221788b88,23499,,,,,,,,,"[""0xa3b9472a1399e17e123f3c2e6586c23e504184d504de59cdaa2b375e880c6184"",""0xed06d9e82d7c35ca80d3983194e15462a96202bd875800af18183321f4611868"",""0x0000000000000000000000009954afb60bb5a222714c478ac86990f221788b88"",""0x0000000000000000000000008f5368bb927508efe7e229409883a1e018732188""]",0x0000000000000000000000000000000000000000000000000000000000005bcb
473191552,2,4,0xbd87f4526ab566da4482bb0c1b62e7a60c505069124eba98bf5a63e78e6b3c92,SupplyCollateral,0xed06d9e82d7c35ca80d3983194e15462a96202bd875800af18183321f4611868,0x6796d511cc01aaa8a3fbfdadf1f260b64aac21d9,0x9954afb60bb5a222714c478ac86990f221788b88,1841,,,,,,,,,"[""0xa3b9472a1399e17e123f3c2e6586c23e504184d504de59cdaa2b375e880c6184"",""0xed06d9e82d7c35ca80d3983194e15462a96202bd875800af18183321f4611868"",""0x0000000000000000000000009954afb60bb5a222714c478ac86990f221788b88"",""0x0000000000000000000000006796d511cc01aaa8a3fbfdadf1f260b64aac21d9""]",0x0000000000000000000000000000000000000000000000000000000000000731
473192206,3,13,0x2de86328c5e4ac17699ab7f384ba9c813bc94340302fc442a5e203bb5469472a,AccrueInterest,0xed06d9e82d7c35ca80d3983194e15462a96202bd875800af18183321f4611868,,,,,13147132,0,,,,,,"[""0x9d9bd501d0657d7dfe415f779a620a62b78bc508ddc0891fbbd8b7ac0f8fce87"",""0xed06d9e82d7c35ca80d3983194e15462a96202bd875800af18183321f4611868""]",0x00000000000000000000000000000000000000000000000000000000374b6e950000000000000000000000000000000000000000000000000000000000c89bfc0000000000000000000000000000000000000000000000000000000000000000
473192206,3,14,0x2de86328c5e4ac17699ab7f384ba9c813bc94340302fc442a5e203bb5469472a,Borrow,0xed06d9e82d7c35ca80d3983194e15462a96202bd875800af18183321f4611868,0x6796d511cc01aaa8a3fbfdadf1f260b64aac21d9,0x9954afb60bb5a222714c478ac86990f221788b88,200000000,184878154664640,,,,,,,,"[""0x570954540bed6b1304a87dfe815a5eda4a648f7097a16240dcd85c9b5fd42a43"",""0xed06d9e82d7c35ca80d3983194e15462a96202bd875800af18183321f4611868"",""0x0000000000000000000000006796d511cc01aaa8a3fbfdadf1f260b64aac21d9"",""0x0000000000000000000000006796d511cc01aaa8a3fbfdadf1f260b64aac21d9""]",0x0000000000000000000000009954afb60bb5a222714c478ac86990f221788b88000000000000000000000000000000000000000000000000000000000bebc2000000000000000000000000000000000000000000000000000000a8254cbc4ac0
473192344,2,2,0x3ddefa697e6e6a13fe315364f2af038d177b1d24417080a39de44f18e61adc83,AccrueInterest,0xed06d9e82d7c35ca80d3983194e15462a96202bd875800af18183321f4611868,,,,,20453,0,,,,,,"[""0x9d9bd501d0657d7dfe415f779a620a62b78bc508ddc0891fbbd8b7ac0f8fce87"",""0xed06d9e82d7c35ca80d3983194e15462a96202bd875800af18183321f4611868""]",0x0000000000000000000000000000000000000000000000000000000037391e5e0000000000000000000000000000000000000000000000000000000000004fe50000000000000000000000000000000000000000000000000000000000000000
473192344,2,3,0x3ddefa697e6e6a13fe315364f2af038d177b1d24417080a39de44f18e61adc83,Borrow,0xed06d9e82d7c35ca80d3983194e15462a96202bd875800af18183321f4611868,0x6796d511cc01aaa8a3fbfdadf1f260b64aac21d9,0x9954afb60bb5a222714c478ac86990f221788b88,300000000,277317223004414,,,,,,,,"[""0x570954540bed6b1304a87dfe815a5eda4a648f7097a16240dcd85c9b5fd42a43"",""0xed06d9e82d7c35ca80d3983194e15462a96202bd875800af18183321f4611868"",""0x0000000000000000000000006796d511cc01aaa8a3fbfdadf1f260b64aac21d9"",""0x0000000000000000000000006796d511cc01aaa8a3fbfdadf1f260b64aac21d9""]",0x0000000000000000000000009954afb60bb5a222714c478ac86990f221788b880000000000000000000000000000000000000000000000000000000011e1a3000000000000000000000000000000000000000000000000000000fc37f29138fe
473274508,2,3,0xb3aaa667753f8e185f427eb4640c2bac61d210e6df07d6f199b6cfc6e3f6a1f0,SupplyCollateral,0xed06d9e82d7c35ca80d3983194e15462a96202bd875800af18183321f4611868,0x7d683a3493660d82bce8bec8bb6b661ef4035ad1,0x7d683a3493660d82bce8bec8bb6b661ef4035ad1,3119092,,,,,,,,,"[""0xa3b9472a1399e17e123f3c2e6586c23e504184d504de59cdaa2b375e880c6184"",""0xed06d9e82d7c35ca80d3983194e15462a96202bd875800af18183321f4611868"",""0x0000000000000000000000007d683a3493660d82bce8bec8bb6b661ef4035ad1"",""0x0000000000000000000000007d683a3493660d82bce8bec8bb6b661ef4035ad1""]",0x00000000000000000000000000000000000000000000000000000000002f97f4
473274508,2,7,0xb3aaa667753f8e185f427eb4640c2bac61d210e6df07d6f199b6cfc6e3f6a1f0,AccrueInterest,0xed06d9e82d7c35ca80d3983194e15462a96202bd875800af18183321f4611868,,,,,12207002,0,,,,,,"[""0x9d9bd501d0657d7dfe415f779a620a62b78bc508ddc0891fbbd8b7ac0f8fce87"",""0xed06d9e82d7c35ca80d3983194e15462a96202bd875800af18183321f4611868""]",0x00000000000000000000000000000000000000000000000000000000372a206b0000000000000000000000000000000000000000000000000000000000ba439a0000000000000000000000000000000000000000000000000000000000000000
473274508,2,8,0xb3aaa667753f8e185f427eb4640c2bac61d210e6df07d6f199b6cfc6e3f6a1f0,Borrow,0xed06d9e82d7c35ca80d3983194e15462a96202bd875800af18183321f4611868,0x7d683a3493660d82bce8bec8bb6b661ef4035ad1,0x7d683a3493660d82bce8bec8bb6b661ef4035ad1,2831475710,2617339305946105,,,,,,,,"[""0x570954540bed6b1304a87dfe815a5eda4a648f7097a16240dcd85c9b5fd42a43"",""0xed06d9e82d7c35ca80d3983194e15462a96202bd875800af18183321f4611868"",""0x0000000000000000000000007d683a3493660d82bce8bec8bb6b661ef4035ad1"",""0x0000000000000000000000007d683a3493660d82bce8bec8bb6b661ef4035ad1""]",0x0000000000000000000000007d683a3493660d82bce8bec8bb6b661ef4035ad100000000000000000000000000000000000000000000000000000000a8c4e3fe00000000000000000000000000000000000000000000000000094c74cb966bf9
473274508,2,45,0xb3aaa667753f8e185f427eb4640c2bac61d210e6df07d6f199b6cfc6e3f6a1f0,SupplyCollateral,0xed06d9e82d7c35ca80d3983194e15462a96202bd875800af18183321f4611868,0x7d683a3493660d82bce8bec8bb6b661ef4035ad1,0x7d683a3493660d82bce8bec8bb6b661ef4035ad1,4381387,,,,,,,,,"[""0xa3b9472a1399e17e123f3c2e6586c23e504184d504de59cdaa2b375e880c6184"",""0xed06d9e82d7c35ca80d3983194e15462a96202bd875800af18183321f4611868"",""0x0000000000000000000000007d683a3493660d82bce8bec8bb6b661ef4035ad1"",""0x0000000000000000000000007d683a3493660d82bce8bec8bb6b661ef4035ad1""]",0x000000000000000000000000000000000000000000000000000000000042dacb
473335258,2,3,0x1d660943bc611ca972b9eeb3ab5fe4518763be76781ce61d6703fb5af6492d80,SupplyCollateral,0xed06d9e82d7c35ca80d3983194e15462a96202bd875800af18183321f4611868,0xb0c9c6a5cc2cb94556da81cebea340e0e814c087,0x9954afb60bb5a222714c478ac86990f221788b88,3537586,,,,,,,,,"[""0xa3b9472a1399e17e123f3c2e6586c23e504184d504de59cdaa2b375e880c6184"",""0xed06d9e82d7c35ca80d3983194e15462a96202bd875800af18183321f4611868"",""0x0000000000000000000000009954afb60bb5a222714c478ac86990f221788b88"",""0x000000000000000000000000b0c9c6a5cc2cb94556da81cebea340e0e814c087""]",0x000000000000000000000000000000000000000000000000000000000035fab2
473335258,2,7,0x1d660943bc611ca972b9eeb3ab5fe4518763be76781ce61d6703fb5af6492d80,AccrueInterest,0xed06d9e82d7c35ca80d3983194e15462a96202bd875800af18183321f4611868,,,,,9043351,0,,,,,,"[""0x9d9bd501d0657d7dfe415f779a620a62b78bc508ddc0891fbbd8b7ac0f8fce87"",""0xed06d9e82d7c35ca80d3983194e15462a96202bd875800af18183321f4611868""]",0x000000000000000000000000000000000000000000000000000000003736b6ba000000000000000000000000000000000000000000000000000000000089fd970000000000000000000000000000000000000000000000000000000000000000
473335258,2,8,0x1d660943bc611ca972b9eeb3ab5fe4518763be76781ce61d6703fb5af6492d80,Borrow,0xed06d9e82d7c35ca80d3983194e15462a96202bd875800af18183321f4611868,0xb0c9c6a5cc2cb94556da81cebea340e0e814c087,0x9954afb60bb5a222714c478ac86990f221788b88,1000000000,924359674650677,,,,,,,,"[""0x570954540bed6b1304a87dfe815a5eda4a648f7097a16240dcd85c9b5fd42a43"",""0xed06d9e82d7c35ca80d3983194e15462a96202bd875800af18183321f4611868"",""0x000000000000000000000000b0c9c6a5cc2cb94556da81cebea340e0e814c087"",""0x000000000000000000000000b0c9c6a5cc2cb94556da81cebea340e0e814c087""]",0x0000000000000000000000009954afb60bb5a222714c478ac86990f221788b88000000000000000000000000000000000000000000000000000000003b9aca00000000000000000000000000000000000000000000000000000348b3420d6035
473346872,2,4,0xdf2ed094874a96af0b2db659ae3ab39988dfc75da4a69748d195b536ff376e62,SupplyCollateral,0xed06d9e82d7c35ca80d3983194e15462a96202bd875800af18183321f4611868,0x1bc7a137169c456bd32ab1fa09f608b0248c8b5b,0x9954afb60bb5a222714c478ac86990f221788b88,95000,,,,,,,,,"[""0xa3b9472a1399e17e123f3c2e6586c23e504184d504de59cdaa2b375e880c6184"",""0xed06d9e82d7c35ca80d3983194e15462a96202bd875800af18183321f4611868"",""0x0000000000000000000000009954afb60bb5a222714c478ac86990f221788b88"",""0x0000000000000000000000001bc7a137169c456bd32ab1fa09f608b0248c8b5b""]",0x0000000000000000000000000000000000000000000000000000000000017318
473373278,5,44,0xfa78c31a522753694236568868bc2524adea2a5ddb6c058f9c8960a6912e9918,AccrueInterest,0xed06d9e82d7c35ca80d3983194e15462a96202bd875800af18183321f4611868,,,,,5627700,0,,,,,,"[""0x9d9bd501d0657d7dfe415f779a620a62b78bc508ddc0891fbbd8b7ac0f8fce87"",""0xed06d9e82d7c35ca80d3983194e15462a96202bd875800af18183321f4611868""]",0x0000000000000000000000000000000000000000000000000000000037309fb1000000000000000000000000000000000000000000000000000000000055df340000000000000000000000000000000000000000000000000000000000000000
473373278,5,45,0xfa78c31a522753694236568868bc2524adea2a5ddb6c058f9c8960a6912e9918,Withdraw,0xed06d9e82d7c35ca80d3983194e15462a96202bd875800af18183321f4611868,0x288e6877607c30eed9d4bac634a8d0eec64a8d36,0x288e6877607c30eed9d4bac634a8d0eec64a8d36,13589777162,12662690493775592,,,,,,,,"[""0xa56fc0ad5702ec05ce63666221f796fb62437c32db1aa1aa075fc6484cf58fbf"",""0xed06d9e82d7c35ca80d3983194e15462a96202bd875800af18183321f4611868"",""0x000000000000000000000000288e6877607c30eed9d4bac634a8d0eec64a8d36"",""0x000000000000000000000000288e6877607c30eed9d4bac634a8d0eec64a8d36""]",0x000000000000000000000000288e6877607c30eed9d4bac634a8d0eec64a8d36000000000000000000000000000000000000000000000000000000032a038b0a000000000000000000000000000000000000000000000000002cfca660c83ee8
473466187,2,33,0x31066a0a5deba0c395d8784992f5659c281bd19201ef998efefd5ce890584d53,AccrueInterest,0xed06d9e82d7c35ca80d3983194e15462a96202bd875800af18183321f4611868,,,,,13951595,0,,,,,,"[""0x9d9bd501d0657d7dfe415f779a620a62b78bc508ddc0891fbbd8b7ac0f8fce87"",""0xed06d9e82d7c35ca80d3983194e15462a96202bd875800af18183321f4611868""]",0x0000000000000000000000000000000000000000000000000000000037d29aa20000000000000000000000000000000000000000000000000000000000d4e26b0000000000000000000000000000000000000000000000000000000000000000
473466187,2,34,0x31066a0a5deba0c395d8784992f5659c281bd19201ef998efefd5ce890584d53,Withdraw,0xed06d9e82d7c35ca80d3983194e15462a96202bd875800af18183321f4611868,0x288e6877607c30eed9d4bac634a8d0eec64a8d36,0x288e6877607c30eed9d4bac634a8d0eec64a8d36,28253106317,26325207937895483,,,,,,,,"[""0xa56fc0ad5702ec05ce63666221f796fb62437c32db1aa1aa075fc6484cf58fbf"",""0xed06d9e82d7c35ca80d3983194e15462a96202bd875800af18183321f4611868"",""0x000000000000000000000000288e6877607c30eed9d4bac634a8d0eec64a8d36"",""0x000000000000000000000000288e6877607c30eed9d4bac634a8d0eec64a8d36""]",0x000000000000000000000000288e6877607c30eed9d4bac634a8d0eec64a8d36000000000000000000000000000000000000000000000000000000069404308d000000000000000000000000000000000000000000000000005d86a31bc6cc3b
473516133,4,16,0xe2710a5ecb63fcd95711fca8ab02f854e647614d8e4ea78070af2cdc5cdd79b9,SupplyCollateral,0xed06d9e82d7c35ca80d3983194e15462a96202bd875800af18183321f4611868,0xbe3e9f047e08477ae2011b4b6ae7a34f390c4841,0x9954afb60bb5a222714c478ac86990f221788b88,235285,,,,,,,,,"[""0xa3b9472a1399e17e123f3c2e6586c23e504184d504de59cdaa2b375e880c6184"",""0xed06d9e82d7c35ca80d3983194e15462a96202bd875800af18183321f4611868"",""0x0000000000000000000000009954afb60bb5a222714c478ac86990f221788b88"",""0x000000000000000000000000be3e9f047e08477ae2011b4b6ae7a34f390c4841""]",0x0000000000000000000000000000000000000000000000000000000000039715
473516133,4,22,0xe2710a5ecb63fcd95711fca8ab02f854e647614d8e4ea78070af2cdc5cdd79b9,AccrueInterest,0xed06d9e82d7c35ca80d3983194e15462a96202bd875800af18183321f4611868,,,,,7696897,0,,,,,,"[""0x9d9bd501d0657d7dfe415f779a620a62b78bc508ddc0891fbbd8b7ac0f8fce87"",""0xed06d9e82d7c35ca80d3983194e15462a96202bd875800af18183321f4611868""]",0x000000000000000000000000000000000000000000000000000000003958be1200000000000000000000000000000000000000000000000000000000007572010000000000000000000000000000000000000000000000000000000000000000
473516133,4,23,0xe2710a5ecb63fcd95711fca8ab02f854e647614d8e4ea78070af2cdc5cdd79b9,Borrow,0xed06d9e82d7c35ca80d3983194e15462a96202bd875800af18183321f4611868,0xbe3e9f047e08477ae2011b4b6ae7a34f390c4841,0x9954afb60bb5a222714c478ac86990f221788b88,100000000,92431996419523,,,,,,,,"[""0x570954540bed6b1304a87dfe815a5eda4a648f7097a16240dcd85c9b5fd42a43"",""0xed06d9e82d7c35ca80d3983194e15462a96202bd875800af18183321f4611868"",""0x000000000000000000000000be3e9f047e08477ae2011b4b6ae7a34f390c4841"",""0x000000000000000000000000be3e9f047e08477ae2011b4b6ae7a34f390c4841""]",0x0000000000000000000000009954afb60bb5a222714c478ac86990f221788b880000000000000000000000000000000000000000000000000000000005f5e10000000000000000000000000000000000000000000000000000005411004ffdc3
473535903,58,58,0xe06cbf5b4ef2ed708227da7a82f78b35af08cf853ce7cbd7e8914b66a9df1938,AccrueInterest,0xed06d9e82d7c35ca80d3983194e15462a96202bd875800af18183321f4611868,,,,,3022929,0,,,,,,"[""0x9d9bd501d0657d7dfe415f779a620a62b78bc508ddc0891fbbd8b7ac0f8fce87"",""0xed06d9e82d7c35ca80d3983194e15462a96202bd875800af18183321f4611868""]",0x00000000000000000000000000000000000000000000000000000000395522a400000000000000000000000000000000000000000000000000000000002e20510000000000000000000000000000000000000000000000000000000000000000
473559276,2,1,0x0de833765ad5fca950a9a495d3a161a09283f4c014a959c33d8e5313ef4763e9,AccrueInterest,0xed06d9e82d7c35ca80d3983194e15462a96202bd875800af18183321f4611868,,,,,3566391,0,,,,,,"[""0x9d9bd501d0657d7dfe415f779a620a62b78bc508ddc0891fbbd8b7ac0f8fce87"",""0xed06d9e82d7c35ca80d3983194e15462a96202bd875800af18183321f4611868""]",0x000000000000000000000000000000000000000000000000000000003951debf0000000000000000000000000000000000000000000000000000000000366b370000000000000000000000000000000000000000000000000000000000000000
473708336,1,1,0x8f79825f606e8a8d7f951902c9c38df5bef9134cb185ac7ed6b23111cbb8f746,AccrueInterest,0xed06d9e82d7c35ca80d3983194e15462a96202bd875800af18183321f4611868,,,,,22916593,0,,,,,,"[""0x9d9bd501d0657d7dfe415f779a620a62b78bc508ddc0891fbbd8b7ac0f8fce87"",""0xed06d9e82d7c35ca80d3983194e15462a96202bd875800af18183321f4611868""]",0x000000000000000000000000000000000000000000000000000000003944ba3300000000000000000000000000000000000000000000000000000000015dadf10000000000000000000000000000000000000000000000000000000000000000
473708336,1,2,0x8f79825f606e8a8d7f951902c9c38df5bef9134cb185ac7ed6b23111cbb8f746,Borrow,0xed06d9e82d7c35ca80d3983194e15462a96202bd875800af18183321f4611868,0x542017d8ab164176f7ba8af4b98bb2d9230fbf69,0x9954afb60bb5a222714c478ac86990f221788b88,8000000,7394216145377,,,,,,,,"[""0x570954540bed6b1304a87dfe815a5eda4a648f7097a16240dcd85c9b5fd42a43"",""0xed06d9e82d7c35ca80d3983194e15462a96202bd875800af18183321f4611868"",""0x000000000000000000000000542017d8ab164176f7ba8af4b98bb2d9230fbf69"",""0x000000000000000000000000542017d8ab164176f7ba8af4b98bb2d9230fbf69""]",0x0000000000000000000000009954afb60bb5a222714c478ac86990f221788b8800000000000000000000000000000000000000000000000000000000007a1200000000000000000000000000000000000000000000000000000006b999a071e1
473713057,3,5,0x5b62b60cadf678bb94ec76cc9ed5f8c777a277044187649c43de70235cf3360e,SupplyCollateral,0xed06d9e82d7c35ca80d3983194e15462a96202bd875800af18183321f4611868,0x6796d511cc01aaa8a3fbfdadf1f260b64aac21d9,0x9954afb60bb5a222714c478ac86990f221788b88,233358,,,,,,,,,"[""0xa3b9472a1399e17e123f3c2e6586c23e504184d504de59cdaa2b375e880c6184"",""0xed06d9e82d7c35ca80d3983194e15462a96202bd875800af18183321f4611868"",""0x0000000000000000000000009954afb60bb5a222714c478ac86990f221788b88"",""0x0000000000000000000000006796d511cc01aaa8a3fbfdadf1f260b64aac21d9""]",0x0000000000000000000000000000000000000000000000000000000000038f8e
473732221,5,21,0x820515b4ece49d9521f30124ca113eba7af7373ba478fd7ac98475e393be60f8,AccrueInterest,0xed06d9e82d7c35ca80d3983194e15462a96202bd875800af18183321f4611868,,,,,3651675,0,,,,,,"[""0x9d9bd501d0657d7dfe415f779a620a62b78bc508ddc0891fbbd8b7ac0f8fce87"",""0xed06d9e82d7c35ca80d3983194e15462a96202bd875800af18183321f4611868""]",0x000000000000000000000000000000000000000000000000000000003937b9f4000000000000000000000000000000000000000000000000000000000037b85b0000000000000000000000000000000000000000000000000000000000000000
473732221,5,22,0x820515b4ece49d9521f30124ca113eba7af7373ba478fd7ac98475e393be60f8,Repay,0xed06d9e82d7c35ca80d3983194e15462a96202bd875800af18183321f4611868,0x542017d8ab164176f7ba8af4b98bb2d9230fbf69,0x9954afb60bb5a222714c478ac86990f221788b88,13535533,12510510143458,,,,,,,,"[""0x52acb05cebbd3cd39715469f22afbf5a17496295ef3bc9bb5944056c63ccaa09"",""0xed06d9e82d7c35ca80d3983194e15462a96202bd875800af18183321f4611868"",""0x0000000000000000000000009954afb60bb5a222714c478ac86990f221788b88"",""0x000000000000000000000000542017d8ab164176f7ba8af4b98bb2d9230fbf69""]",0x0000000000000000000000000000000000000000000000000000000000ce892d00000000000000000000000000000000000000000000000000000b60d48357e2
473732221,5,25,0x820515b4ece49d9521f30124ca113eba7af7373ba478fd7ac98475e393be60f8,WithdrawCollateral,0xed06d9e82d7c35ca80d3983194e15462a96202bd875800af18183321f4611868,0x542017d8ab164176f7ba8af4b98bb2d9230fbf69,0x9954afb60bb5a222714c478ac86990f221788b88,32900,,,,,,,,,"[""0xe80ebd7cc9223d7382aab2e0d1d6155c65651f83d53c8b9b06901d167e321142"",""0xed06d9e82d7c35ca80d3983194e15462a96202bd875800af18183321f4611868"",""0x000000000000000000000000542017d8ab164176f7ba8af4b98bb2d9230fbf69"",""0x000000000000000000000000542017d8ab164176f7ba8af4b98bb2d9230fbf69""]",0x0000000000000000000000009954afb60bb5a222714c478ac86990f221788b880000000000000000000000000000000000000000000000000000000000008084
473732802,3,29,0x7fb51b4aa36d128e93dfb0eb51d129fad108e55eccaef2f251f25390683cb646,AccrueInterest,0xed06d9e82d7c35ca80d3983194e15462a96202bd875800af18183321f4611868,,,,,88991,0,,,,,,"[""0x9d9bd501d0657d7dfe415f779a620a62b78bc508ddc0891fbbd8b7ac0f8fce87"",""0xed06d9e82d7c35ca80d3983194e15462a96202bd875800af18183321f4611868""]",0x000000000000000000000000000000000000000000000000000000003935a54b0000000000000000000000000000000000000000000000000000000000015b9f0000000000000000000000000000000000000000000000000000000000000000
473750836,4,12,0x23d619124fb24645b9d48809c463ce20ab04b2d5e5111dce851bca14507808d7,AccrueInterest,0xed06d9e82d7c35ca80d3983194e15462a96202bd875800af18183321f4611868,,,,,2747506,0,,,,,,"[""0x9d9bd501d0657d7dfe415f779a620a62b78bc508ddc0891fbbd8b7ac0f8fce87"",""0xed06d9e82d7c35ca80d3983194e15462a96202bd875800af18183321f4611868""]",0x0000000000000000000000000000000000000000000000000000000039343cc7000000000000000000000000000000000000000000000000000000000029ec720000000000000000000000000000000000000000000000000000000000000000
473750836,4,13,0x23d619124fb24645b9d48809c463ce20ab04b2d5e5111dce851bca14507808d7,Repay,0xed06d9e82d7c35ca80d3983194e15462a96202bd875800af18183321f4611868,0x421e60993399ede0973422b11991b62f4f9536b5,0x9954afb60bb5a222714c478ac86990f221788b88,121550657,112345331005370,,,,,,,,"[""0x52acb05cebbd3cd39715469f22afbf5a17496295ef3bc9bb5944056c63ccaa09"",""0xed06d9e82d7c35ca80d3983194e15462a96202bd875800af18183321f4611868"",""0x0000000000000000000000009954afb60bb5a222714c478ac86990f221788b88"",""0x000000000000000000000000421e60993399ede0973422b11991b62f4f9536b5""]",0x00000000000000000000000000000000000000000000000000000000073eb7410000000000000000000000000000000000000000000000000000662d6f8bf7ba
473750836,4,16,0x23d619124fb24645b9d48809c463ce20ab04b2d5e5111dce851bca14507808d7,WithdrawCollateral,0xed06d9e82d7c35ca80d3983194e15462a96202bd875800af18183321f4611868,0x421e60993399ede0973422b11991b62f4f9536b5,0x9954afb60bb5a222714c478ac86990f221788b88,464383,,,,,,,,,"[""0xe80ebd7cc9223d7382aab2e0d1d6155c65651f83d53c8b9b06901d167e321142"",""0xed06d9e82d7c35ca80d3983194e15462a96202bd875800af18183321f4611868"",""0x000000000000000000000000421e60993399ede0973422b11991b62f4f9536b5"",""0x000000000000000000000000421e60993399ede0973422b11991b62f4f9536b5""]",0x0000000000000000000000009954afb60bb5a222714c478ac86990f221788b8800000000000000000000000000000000000000000000000000000000000715ff
473760492,3,8,0x803fb091ba5541fa48132ca5def0aa3393ff14f1f068bdbd6eb2dbfc1342a1be,AccrueInterest,0xed06d9e82d7c35ca80d3983194e15462a96202bd875800af18183321f4611868,,,,,1469963,0,,,,,,"[""0x9d9bd501d0657d7dfe415f779a620a62b78bc508ddc0891fbbd8b7ac0f8fce87"",""0xed06d9e82d7c35ca80d3983194e15462a96202bd875800af18183321f4611868""]",0x0000000000000000000000000000000000000000000000000000000039300e470000000000000000000000000000000000000000000000000000000000166e0b0000000000000000000000000000000000000000000000000000000000000000
473775964,1,1,0xd3f05253a4d7a9be42d714bb62b9dc2db06ffb3e070d032b976ea9c28fd8906b,AccrueInterest,0xed06d9e82d7c35ca80d3983194e15462a96202bd875800af18183321f4611868,,,,,2351763,0,,,,,,"[""0x9d9bd501d0657d7dfe415f779a620a62b78bc508ddc0891fbbd8b7ac0f8fce87"",""0xed06d9e82d7c35ca80d3983194e15462a96202bd875800af18183321f4611868""]",0x00000000000000000000000000000000000000000000000000000000392e25bc000000000000000000000000000000000000000000000000000000000023e2930000000000000000000000000000000000000000000000000000000000000000
473775964,1,2,0xd3f05253a4d7a9be42d714bb62b9dc2db06ffb3e070d032b976ea9c28fd8906b,Borrow,0xed06d9e82d7c35ca80d3983194e15462a96202bd875800af18183321f4611868,0x52f61fbf072bc7b8c7831b6e75a1b5b9822f514f,0x9954afb60bb5a222714c478ac86990f221788b88,150000000,138639301787353,,,,,,,,"[""0x570954540bed6b1304a87dfe815a5eda4a648f7097a16240dcd85c9b5fd42a43"",""0xed06d9e82d7c35ca80d3983194e15462a96202bd875800af18183321f4611868"",""0x00000000000000000000000052f61fbf072bc7b8c7831b6e75a1b5b9822f514f"",""0x00000000000000000000000052f61fbf072bc7b8c7831b6e75a1b5b9822f514f""]",0x0000000000000000000000009954afb60bb5a222714c478ac86990f221788b880000000000000000000000000000000000000000000000000000000008f0d18000000000000000000000000000000000000000000000000000007e177a55bed9
473777892,3,6,0xe4c83953e203c2ecfa1d295d75d294bf96fbf888183d69948562eb43907f0395,AccrueInterest,0xed06d9e82d7c35ca80d3983194e15462a96202bd875800af18183321f4611868,,,,,293684,0,,,,,,"[""0x9d9bd501d0657d7dfe415f779a620a62b78bc508ddc0891fbbd8b7ac0f8fce87"",""0xed06d9e82d7c35ca80d3983194e15462a96202bd875800af18183321f4611868""]",0x00000000000000000000000000000000000000000000000000000000392f681b0000000000000000000000000000000000000000000000000000000000047b340000000000000000000000000000000000000000000000000000000000000000
473777892,3,7,0xe4c83953e203c2ecfa1d295d75d294bf96fbf888183d69948562eb43907f0395,Repay,0xed06d9e82d7c35ca80d3983194e15462a96202bd875800af18183321f4611868,0xcdc8fda31addd0875785cb55378349c6f246ab8c,0x9954afb60bb5a222714c478ac86990f221788b88,178823424,165279621213084,,,,,,,,"[""0x52acb05cebbd3cd39715469f22afbf5a17496295ef3bc9bb5944056c63ccaa09"",""0xed06d9e82d7c35ca80d3983194e15462a96202bd875800af18183321f4611868"",""0x0000000000000000000000009954afb60bb5a222714c478ac86990f221788b88"",""0x000000000000000000000000cdc8fda31addd0875785cb55378349c6f246ab8c""]",0x000000000000000000000000000000000000000000000000000000000aa8a10000000000000000000000000000000000000000000000000000009652291c6b9c
473777892,3,10,0xe4c83953e203c2ecfa1d295d75d294bf96fbf888183d69948562eb43907f0395,WithdrawCollateral,0xed06d9e82d7c35ca80d3983194e15462a96202bd875800af18183321f4611868,0xcdc8fda31addd0875785cb55378349c6f246ab8c,0x9954afb60bb5a222714c478ac86990f221788b88,600000,,,,,,,,,"[""0xe80ebd7cc9223d7382aab2e0d1d6155c65651f83d53c8b9b06901d167e321142"",""0xed06d9e82d7c35ca80d3983194e15462a96202bd875800af18183321f4611868"",""0x000000000000000000000000cdc8fda31addd0875785cb55378349c6f246ab8c"",""0x000000000000000000000000cdc8fda31addd0875785cb55378349c6f246ab8c""]",0x0000000000000000000000009954afb60bb5a222714c478ac86990f221788b8800000000000000000000000000000000000000000000000000000000000927c0
